Scenario_ID,Apartment_Area_m2,Rooms,Bathrooms,Master_Bathrooms,Balconies,Receptions,Finishing_Level,Reception_Area_m2,Bedroom_Area_m2,Paintable_Area_m2,Paints_Quality,Electrical_Basic_Quality,Flooring_Quality,Sanitary_Quality,Doors_Quality,Ceilings_Quality,Electrical_Finishing_Quality,Plumbing_Quality,Include_Reception_Ceiling_Upgrade,Include_Reception_Chandelier,Include_Master_Bathroom_Upgrade,Plumbing_System,Ceilings_Cost,Doors_Cost,Electrical_Basic_Cost,Electrical_Finishing_Cost,Flooring_Cost,Paints_Cost,Plumbing_Cost,Sanitary_Cost,Labor_Cost,Auxiliary_Cost,Total_Finishing_Cost_EGP
S002537,146.3,4,1,1,3,1,Medium,51.2,95.1,438.9,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,True,False,False,PVC Pipes,51333.229166666664,49384.0,42248.289000000004,4256.0,73323.5,12649.098000000002,800.0,9891.0,50732.5,29265.5,323883.12
S002538,129.2,3,1,1,1,1,Medium,45.2,84.0,387.6,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,False,False,True,PVC Pipes,12471.388888888889,33510.0,35971.755999999994,3540.0,60033.600000000006,9550.464000000002,830.0,21671.0,44830.0,26102.0,248510.21
S002539,50.0,1,1,1,1,1,Medium,17.5,32.5,150.0,Low,Medium,Medium,Low,Medium,Low,Medium,Medium,True,False,True,PVC Pipes,13756.944444444445,20972.0,13491.0,2132.0,27022.5,810.0,760.0,12009.0,20650.0,11450.0,123053.44
S002540,133.9,3,2,1,3,1,High,46.9,87.0,401.7,High,High,High,High,High,High,High,Medium,True,True,True,PVC Pipes,60018.29861111111,48596.0,40209.33,6521.0,37147.0,18205.043999999998,1600.0,32339.0,50622.5,29171.5,324429.67
S002541,115.3,3,1,1,1,1,High,40.4,74.9,345.9,High,Medium,Medium,High,Medium,Medium,Medium,High,True,False,True,PVC Pipes,37174.34027777778,32905.0,32596.292,3572.0,55599.4,16208.874,1000.0,18625.0,41007.5,23530.5,262218.91
S002542,127.6,3,1,1,1,1,Medium,44.7,82.9,382.8,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,False,False,False,PVC Pipes,12538.472222222223,34076.0,35333.684,3564.0,38419.600000000006,8421.6,850.0,8788.0,44390.0,25806.0,212187.36
S002543,87.2,2,1,1,1,1,Medium,30.5,56.7,261.6,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,False,False,False,PVC Pipes,7266.666666666667,26354.0,25859.608,2824.0,40916.9,8460.144,740.0,9666.0,32080.0,18332.0,172499.32
S002544,93.9,2,1,1,1,1,High,32.9,61.0,281.7,High,High,High,High,High,High,Medium,Medium,False,False,True,PVC Pipes,10987.604166666668,27112.0,28150.653000000002,2824.0,36392.399999999994,11465.19,860.0,21241.0,33922.5,19571.5,192526.85
S002545,121.3,3,2,1,3,1,Medium,42.5,78.8,363.9,Medium,Low,Medium,Low,Medium,Medium,Medium,Medium,False,False,False,PVC Pipes,9897.743055555557,48158.0,32920.771,3548.0,50214.8,9286.728000000001,1620.0,15978.0,47157.5,26840.5,245622.04
S002546,100.0,3,2,1,2,1,Low,35.0,65.0,300.0,Low,Low,Low,Medium,Medium,Low,Low,Medium,True,False,False,PVC Pipes,24923.611111111113,38477.0,26286.0,1716.0,47430.0,1502.181818181818,1620.0,19850.0,48300.0,20900.0,231004.79
S002547,212.1,5,3,1,2,2,Medium,74.2,137.9,636.3,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,False,True,True,PVC Pipes,20694.479166666664,50503.0,61577.834,9124.0,79228.8,17498.25,2520.0,35296.0,80227.5,45838.5,402508.36
S002548,83.9,2,1,1,1,1,Low,29.4,54.5,251.7,Low,Low,Low,Low,Low,Medium,Low,Low,False,False,False,PPR Pipes,8302.604166666668,22917.0,22236.106,1536.0,44082.8,1161.4810909090909,1110.0,6703.0,37045.5,16043.5,161137.99
S002549,94.5,2,1,1,0,1,High,33.1,61.4,283.5,Medium,High,High,High,High,Medium,High,Medium,True,True,True,PVC Pipes,33855.27777777778,24755.0,28458.0,5458.0,26636.300000000003,7422.030000000001,780.0,19966.0,34087.5,19682.5,201100.61
S002550,93.3,2,1,1,2,1,Medium,32.7,60.6,279.9,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,True,True,False,PVC Pipes,31644.47916666667,35133.0,24691.114,4706.0,34318.8,8990.387999999999,860.0,9644.0,33757.5,19460.5,203205.78
S002551,110.7,3,2,1,0,1,High,38.7,72.0,332.1,Medium,High,High,High,Medium,High,High,High,True,True,True,PVC Pipes,47776.25000000001,26521.0,32135.381999999998,6282.0,32547.600000000002,1858.552363636364,1760.0,32433.0,44242.5,24879.5,250435.78
S002552,109.0,3,1,1,1,1,Low,38.2,70.8,327.0,Medium,Low,Low,Low,Low,Low,Low,Low,False,False,False,PPR Pipes,8629.166666666666,26315.0,28711.96,2352.0,59908.2,6546.540000000001,1110.0,7359.0,46905.0,20185.0,208021.87
S002553,127.9,3,2,1,1,1,Medium,44.8,83.1,383.7,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,False,True,True,PVC Pipes,13811.423611111113,32256.0,35714.115000000005,5656.0,38990.5,8863.47,1700.0,18477.0,48972.5,28061.5,232502.51
S002554,196.4,5,2,1,1,1,Medium,68.7,127.7,589.2,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,False,False,True,PVC Pipes,19230.833333333332,43889.0,52682.752,4996.0,81658.2,13999.392000000003,1520.0,24883.0,70210.0,40734.0,353803.18
S002555,96.2,2,1,1,0,1,High,33.7,62.5,288.6,High,Medium,Medium,Medium,Medium,High,High,High,True,True,True,PVC Pipes,42081.18055555556,21028.0,26421.766000000003,6323.0,47004.8,10476.18,920.0,16814.0,34555.0,19997.0,225620.93
S002556,117.9,3,2,1,2,1,High,41.3,76.6,353.7,High,High,Medium,High,High,High,High,High,False,True,True,PVC Pipes,11994.6875,42585.0,34983.777,6113.0,39131.8,12683.681999999999,1900.0,28188.0,46222.5,26211.5,250013.95
S002557,67.3,1,1,1,0,1,Low,23.6,43.7,201.9,Medium,Low,Low,Low,Medium,Low,Low,Medium,False,False,False,PVC Pipes,4837.1875,14936.0,17207.903,1028.0,23406.800000000003,6485.028000000001,810.0,6580.0,30118.5,13304.5,118713.92
S002558,90.1,2,1,1,2,1,High,31.5,58.6,270.3,High,Medium,High,High,High,High,High,High,True,False,False,PVC Pipes,35028.78472222222,35836.0,23719.987,2840.0,31906.9,11595.87,990.0,10680.0,32877.5,18868.5,204343.54
S002559,123.5,3,2,1,3,1,High,43.2,80.3,370.5,High,High,High,Medium,High,High,High,High,True,True,False,PVC Pipes,49112.88194444445,49574.0,35856.035,6570.0,52772.8,15731.43,2000.0,16456.0,47762.5,27247.5,303083.15
S002560,50.5,1,1,1,0,1,High,17.7,32.8,151.5,Medium,High,High,Medium,Medium,High,Medium,High,True,True,True,PVC Pipes,21411.145833333332,15478.0,14656.115,3427.0,21805.0,877.5981818181818,980.0,14872.0,20787.5,11542.5,125836.86
S002561,122.8,3,2,1,2,1,Medium,43.0,79.8,368.4,Medium,Medium,Medium,Medium,Medium,High,Medium,Low,True,False,True,PPR Pipes,49929.583333333336,38191.0,34116.756,3564.0,49816.6,11589.864,2580.0,27635.0,47570.0,27118.0,292110.8
S002562,134.3,3,2,1,1,1,High,47.0,87.3,402.9,High,Medium,High,High,High,Medium,High,High,True,True,True,PVC Pipes,43476.25000000001,36831.0,36649.007,6128.0,71210.3,14713.908000000001,1800.0,31631.0,50732.5,29245.5,322417.47
S002563,119.3,3,1,1,0,1,Low,41.8,77.5,357.9,Low,Low,Low,Low,Medium,Low,Medium,Low,False,False,False,PPR Pipes,8243.298611111111,25654.0,31076.089,3556.0,61355.799999999996,1721.8243636363636,1260.0,6988.0,50458.5,21884.5,212198.01
S002564,126.4,3,2,1,1,1,Low,44.2,82.2,379.2,Low,Medium,Medium,Low,Medium,Medium,Low,Low,False,False,False,PPR Pipes,10708.88888888889,34363.0,34809.808,1800.0,64184.200000000004,1787.066181818182,2040.0,15896.0,57408.0,25256.0,248252.96
S002565,120.6,3,2,1,2,1,Low,42.2,78.4,361.8,Low,Medium,Low,Medium,Low,Low,Low,Low,False,False,False,PPR Pipes,9798.75,30958.0,33983.136,2368.0,62307.4,1385.3650909090911,2100.0,17952.0,55407.0,24299.0,240558.65
S002566,121.5,3,2,1,2,1,Medium,42.5,79.0,364.5,Medium,Medium,Low,Medium,Medium,Medium,High,Low,False,False,True,PPR Pipes,11939.0625,39073.0,32948.235,3548.0,43581.0,11146.410000000002,2520.0,23209.0,47212.5,26877.5,242054.71
S002567,75.7,1,1,1,0,1,High,26.5,49.2,227.1,High,High,High,High,High,High,Medium,High,True,True,False,PVC Pipes,29516.458333333336,15361.0,21311.265,3391.0,32891.1,9642.666000000001,910.0,10641.0,27717.5,16204.5,167586.49
S002568,99.4,2,1,1,1,1,Medium,34.8,64.6,298.2,Medium,High,Medium,Low,High,High,Medium,Medium,True,True,True,PVC Pipes,39609.375,29382.0,28330.578,4151.0,42078.0,8594.124000000002,730.0,11692.0,35435.0,20589.0,220591.08
S002569,121.0,3,2,1,2,1,Medium,42.3,78.7,363.0,High,Medium,Medium,Low,Medium,Medium,Medium,Low,True,False,False,PPR Pipes,38820.97222222222,38773.0,33551.78,3572.0,61805.1,13017.18,2040.0,12132.0,47075.0,26785.0,277572.03
S002570,202.6,5,3,1,3,1,High,70.9,131.7,607.8,Medium,High,High,High,High,High,Medium,High,True,True,True,PVC Pipes,89767.70833333334,63478.0,58744.62,6217.0,101195.2,14976.192000000001,2970.0,38644.0,76415.0,44081.0,496488.72
S002571,50.0,1,1,1,1,1,Medium,17.5,32.5,150.0,Medium,Medium,Medium,Medium,Medium,Medium,High,High,False,False,True,PVC Pipes,4930.555555555556,21775.0,13781.5,2140.0,21550.0,4851.0,910.0,15711.0,20650.0,11450.0,117749.06
S002572,117.9,3,2,1,2,1,Medium,41.3,76.6,353.7,Medium,Medium,High,Medium,Medium,Medium,Medium,High,False,False,False,PVC Pipes,10643.75,40081.0,33219.252,3572.0,50865.6,9259.866,1820.0,20796.0,46222.5,26211.5,242691.47
S002573,163.7,4,2,1,2,1,Medium,57.3,106.4,491.1,Medium,Low,Medium,High,Low,Medium,Low,Low,False,True,False,PPR Pipes,14437.430555555557,39999.0,43113.591,4427.0,50085.5,11560.494,1860.0,20342.0,60017.5,34684.5,280527.02
S002574,170.2,4,1,1,1,1,Medium,59.6,110.6,510.6,Medium,Medium,High,Medium,Medium,Medium,Low,Medium,True,True,True,PVC Pipes,61140.76388888889,38319.0,47376.05,4315.0,62243.799999999996,13816.836000000003,860.0,16846.0,57305.0,33687.0,335909.45
S002575,129.0,3,1,1,2,1,Medium,45.2,83.8,387.0,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,False,False,False,PVC Pipes,11601.041666666668,41012.0,35234.55,3580.0,50095.600000000006,13281.840000000002,840.0,10013.0,44775.0,26065.0,236498.03
S002576,106.7,3,2,1,1,1,High,37.3,69.4,320.1,Medium,High,High,High,Medium,High,High,Medium,True,False,True,PVC Pipes,42767.465277777774,33169.0,31507.474000000002,3580.0,44341.6,10352.034000000001,1660.0,30903.0,43142.5,24139.5,265562.57
S002577,131.7,3,2,1,2,1,Medium,46.1,85.6,395.1,High,Low,Medium,Medium,Medium,Medium,High,Medium,False,False,True,PVC Pipes,11157.916666666666,40483.0,33995.94,3580.0,51660.5,13820.598000000002,1560.0,20444.0,50017.5,28764.5,255483.95
S002578,158.9,4,2,1,2,1,Medium,55.6,103.3,476.7,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,False,False,False,PVC Pipes,15448.611111111111,44442.0,43716.616,4264.0,60266.9,14157.99,1680.0,21592.0,58697.5,33796.5,298062.12
S002579,73.2,2,1,1,1,1,Medium,25.6,47.6,219.6,Medium,Medium,Medium,Medium,High,High,Medium,High,False,False,False,PVC Pipes,7320.0,31718.0,20312.676,2864.0,25390.4,5459.255999999999,870.0,9678.0,28230.0,15742.0,147584.33
S002580,176.0,4,1,1,1,1,High,61.6,114.4,528.0,High,High,High,High,High,High,High,Medium,False,True,True,PVC Pipes,18211.111111111113,39738.0,53160.799999999996,7461.0,77950.4,22070.4,800.0,18134.0,58900.0,34760.0,331185.71
S002581,72.6,1,1,1,1,1,Medium,25.4,47.2,217.8,Medium,High,Medium,Medium,High,High,Low,Medium,False,True,False,PVC Pipes,7663.333333333333,25696.0,21440.116,3014.0,29035.4,4887.432000000001,750.0,7988.0,26865.0,15631.0,142970.28
S002582,163.2,4,2,1,3,1,High,57.1,106.1,489.6,High,Medium,High,High,High,High,High,Medium,True,True,True,PVC Pipes,69398.33333333333,53961.0,45206.816,7210.0,58519.2,20034.432000000004,1720.0,32535.0,59880.0,34592.0,383056.78
S002583,93.5,2,1,1,2,1,Medium,32.7,60.8,280.5,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,True,False,True,PVC Pipes,30357.708333333336,33746.0,26576.92,2832.0,45791.8,1459.62,730.0,14891.0,33812.5,19497.5,209695.05
S002584,94.2,2,1,1,1,1,Low,33.0,61.2,282.6,Low,Low,Low,Medium,Low,Low,Low,Medium,False,False,False,PVC Pipes,6999.583333333334,23477.0,24345.924,2232.0,46466.4,1526.0400000000002,850.0,9503.0,40599.0,17743.0,173741.95
S002585,71.7,1,1,1,0,1,Medium,25.1,46.6,215.1,High,Medium,Medium,Medium,Medium,Low,Medium,Low,False,False,False,PPR Pipes,5825.625000000001,15046.0,19548.122,2140.0,27499.0,10221.552,1110.0,8887.0,26617.5,15464.5,132359.3
S002586,128.7,3,1,1,1,1,Low,45.0,83.7,386.1,Low,Low,Low,Low,Low,Medium,Low,Low,False,False,False,PPR Pipes,11395.3125,24385.0,32820.25199999999,2420.0,53565.3,1364.6880000000003,1080.0,6261.0,53701.5,23435.5,210428.55
S002587,69.1,2,1,1,1,1,Low,24.2,44.9,207.3,Medium,Medium,Low,Low,Low,Medium,Low,Low,False,False,False,PVC Pipes,6478.124999999999,23379.0,19409.301,1624.0,18505.2,4788.630000000001,710.0,6224.0,31939.5,13601.5,126659.26
S002588,109.1,2,1,1,1,1,Low,38.2,70.9,327.3,Low,Low,Low,Low,Low,Medium,Low,Low,False,False,False,PPR Pipes,9887.1875,22269.0,28304.461,1592.0,53779.100000000006,1799.5549090909094,1230.0,7874.0,45739.5,20201.5,192676.3
S002589,132.8,3,1,1,2,1,Medium,46.5,86.3,398.4,Low,Medium,Medium,Low,Medium,Medium,Medium,Medium,False,True,False,PVC Pipes,11942.77777777778,36874.0,36862.144,5115.0,48682.899999999994,1369.0472727272727,860.0,7356.0,45820.0,26768.0,221649.87
S002590,113.9,3,1,1,1,1,Medium,39.9,74.0,341.7,Medium,Medium,Medium,High,Medium,High,Low,Medium,False,True,True,PVC Pipes,11627.291666666668,32576.0,30028.176,3920.0,38817.7,8344.314,720.0,22877.0,40622.5,23271.5,212804.48
S002591,147.6,4,1,1,0,1,Medium,51.7,95.9,442.8,Low,High,Low,Low,Medium,Medium,Medium,High,False,False,True,PVC Pipes,12300.0,31234.0,44459.916,4296.0,60757.8,1869.421090909091,890.0,13377.0,51090.0,29506.0,249780.14
S002592,166.1,4,2,1,2,1,Medium,58.1,108.0,498.3,Medium,Medium,High,Medium,Medium,High,Low,Medium,False,True,False,PVC Pipes,17186.736111111113,45475.0,47754.721999999994,5167.0,56140.2,2886.5160000000005,1600.0,16660.0,60677.5,35128.5,288676.17
S002593,116.7,3,1,1,2,1,Medium,40.8,75.9,350.1,Medium,Low,Low,Medium,Low,Medium,High,High,False,True,True,PVC Pipes,9968.125,32786.0,29019.090000000004,5833.0,39033.600000000006,8703.486000000003,940.0,15742.0,41392.5,23789.5,207207.3
S002594,89.0,2,1,1,1,1,High,31.2,57.8,267.0,Medium,High,Medium,High,Medium,Medium,High,Medium,True,True,True,PVC Pipes,31825.069444444445,27018.0,26055.71,5900.0,36143.2,6755.100000000001,860.0,22795.0,32575.0,18665.0,208592.08
S002595,93.9,2,1,1,0,1,High,32.9,61.0,281.7,High,Medium,Medium,Medium,Medium,High,High,Medium,True,True,True,PVC Pipes,40990.3125,20427.0,26893.214,5314.0,41205.3,13572.306,770.0,16599.0,33922.5,19571.5,219265.13
S002596,153.2,4,1,1,3,1,High,53.6,99.6,459.6,High,High,Medium,High,High,High,High,High,True,True,True,PVC Pipes,68559.44444444444,49982.0,44446.78,6733.0,59806.8,22143.528000000002,910.0,18619.0,52630.0,30542.0,354372.55
S002597,71.6,2,1,1,1,1,Low,25.1,46.5,214.8,Low,Low,Medium,Low,Low,Medium,Low,Medium,False,False,True,PVC Pipes,6314.722222222222,22222.0,18347.399999999998,2320.0,33471.5,1033.383272727273,800.0,11812.0,32802.0,14014.0,143137.01
S002598,124.6,3,2,1,2,1,High,43.6,81.0,373.8,High,Medium,Medium,High,Medium,Medium,High,High,False,True,True,PVC Pipes,12070.625,38457.0,34640.835999999996,5849.0,40941.4,17762.976000000002,1860.0,31860.0,48065.0,27451.0,258957.84
S002599,153.6,4,1,1,2,1,High,53.8,99.8,460.8,Medium,Medium,Medium,High,Medium,Medium,High,High,True,True,True,PVC Pipes,52871.66666666666,42800.0,44517.759999999995,6541.0,56613.799999999996,11759.616,960.0,18168.0,52740.0,30616.0,317587.84
S002600,201.8,5,3,1,2,2,Low,70.6,131.2,605.4,Low,Low,Low,Medium,Low,Low,Low,Medium,False,False,False,PVC Pipes,13173.055555555558,37722.0,53650.18000000001,3816.0,78997.59999999999,2615.328,2430.0,23910.0,91521.0,39897.0,347732.16
S002601,103.9,3,2,1,2,1,Medium,36.4,67.5,311.7,Medium,Low,Medium,High,Medium,High,High,Medium,True,True,False,PVC Pipes,41863.055555555555,37501.0,27468.692,6358.0,35370.8,10011.804,1440.0,20408.0,42372.5,23621.5,246415.35
S002602,117.0,3,1,1,1,1,Medium,40.9,76.1,351.0,High,Medium,Medium,Medium,Medium,Medium,Low,Medium,True,False,False,PVC Pipes,37536.52777777778,33297.0,32244.9,3104.0,41586.7,12046.32,840.0,10242.0,41475.0,23845.0,236217.45
S002603,128.6,3,1,1,1,1,Medium,45.0,83.6,385.8,Medium,Low,Medium,High,Medium,Medium,Low,Medium,True,True,True,PVC Pipes,43377.5,33053.0,33099.695999999996,4978.0,62821.2,2196.9556363636366,790.0,18802.0,44665.0,25991.0,269774.35
S002604,167.3,4,2,1,2,1,Medium,58.6,108.7,501.9,Medium,High,Medium,Low,Medium,Medium,Medium,High,True,True,False,PVC Pipes,57275.65972222223,46056.0,48565.215,5983.0,69072.2,12477.234,1940.0,14700.0,61007.5,35350.5,352427.31
S002605,50.0,1,1,1,0,1,Low,17.5,32.5,150.0,Low,Medium,Low,Low,Low,Low,Low,Low,False,True,False,PPR Pipes,4045.1388888888887,12887.0,13750.0,3135.0,22452.5,544.9090909090909,900.0,8764.0,24150.0,10450.0,101078.55
S002606,71.0,2,1,1,2,1,Low,24.8,46.2,213.0,Low,Low,Low,Low,Low,Low,Medium,Medium,False,False,False,PVC Pipes,4831.944444444444,26521.0,19048.18,2856.0,36831.4,731.9454545454546,750.0,6437.0,32595.0,13915.0,144517.47
S002607,120.2,3,1,1,1,1,Medium,42.1,78.1,360.6,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,True,False,True,PVC Pipes,43086.31944444445,32329.0,33944.004,3572.0,44536.0,11344.476000000002,750.0,14572.0,42355.0,24437.0,250925.8
S002608,91.7,2,1,1,0,1,Medium,32.1,59.6,275.1,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,True,False,False,PVC Pipes,32786.458333333336,20767.0,26034.415999999997,2848.0,30257.7,12891.186000000003,740.0,9046.0,33317.5,19164.5,187852.76
S002609,124.9,3,1,1,2,1,Medium,43.7,81.2,374.7,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,False,True,False,PPR Pipes,10842.013888888889,41457.0,32667.239,5647.0,58400.8,11458.326,1170.0,9371.0,43647.5,25306.5,239967.38
S002610,113.9,3,1,1,1,1,Low,39.9,74.0,341.7,Medium,Low,Low,Low,Low,Low,Low,Low,False,True,False,PPR Pipes,8858.88888888889,28300.0,29785.111,4950.0,39203.5,1912.2774545454545,930.0,6787.0,48595.5,20993.5,190315.78
S002611,163.6,4,1,1,3,1,Medium,57.3,106.3,490.8,Medium,Medium,Medium,High,Low,Low,High,Medium,False,True,False,PVC Pipes,11645.138888888889,41469.0,45574.564,6770.0,66135.3,15008.664000000004,820.0,11953.0,55490.0,32466.0,287331.67
S002612,178.0,4,1,1,2,1,High,62.3,115.7,534.0,High,High,High,High,High,High,Medium,High,True,True,True,PVC Pipes,74574.58333333333,43326.0,52590.88,6215.0,49510.7,22321.200000000004,900.0,20039.0,59450.0,35130.0,364057.36
S002613,122.5,3,1,1,1,1,Low,42.9,79.6,367.5,Medium,Low,Medium,Medium,Low,Low,Low,Medium,False,False,False,PVC Pipes,9187.5,27580.0,31889.45,2532.0,47789.7,10348.800000000001,750.0,8825.0,51562.5,22412.5,212877.45
S002614,140.4,4,1,1,1,1,Medium,49.1,91.3,421.2,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,True,True,True,PVC Pipes,49207.5,38598.0,39499.032,6395.0,61968.600000000006,12880.296000000002,910.0,13653.0,49110.0,28174.0,300395.43
S002615,87.4,2,1,1,0,1,Medium,30.6,56.8,262.2,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,True,True,False,PVC Pipes,31756.875,21058.0,23833.879999999997,4456.0,29356.800000000003,7960.392000000001,810.0,7153.0,32135.0,18369.0,176888.95
S002616,144.5,3,1,1,0,1,Low,50.6,93.9,433.5,Medium,Low,Low,Low,Low,Medium,Low,Medium,False,False,False,PVC Pipes,13245.833333333334,24002.0,38129.19,2040.0,62251.7,11062.92,850.0,8613.0,59152.5,26042.5,245389.64
S002617,69.6,2,1,1,0,1,High,24.4,45.2,208.8,High,High,High,Medium,High,High,Medium,Medium,True,True,True,PVC Pipes,26988.055555555555,25040.0,21568.119999999995,4555.0,31964.0,7625.376000000001,750.0,15399.0,27240.0,15076.0,176205.55
S002618,160.4,4,2,1,1,1,High,56.1,104.3,481.2,High,High,High,High,High,High,High,High,True,True,True,PVC Pipes,68890.55555555556,40009.0,47676.75200000001,6867.0,65563.1,17573.424,1860.0,31919.0,59110.0,34074.0,373542.83
S002619,157.3,4,1,1,1,1,Medium,55.1,102.2,471.9,Low,Medium,High,Medium,High,Medium,High,High,True,True,True,PVC Pipes,50212.56944444445,40527.0,44890.827000000005,6749.0,70927.6,2038.608,990.0,14963.0,53757.5,31300.5,316356.6
S002620,161.2,4,1,1,2,1,Medium,56.4,104.8,483.6,Medium,Medium,Medium,Medium,Low,Medium,High,Medium,False,True,False,PVC Pipes,14105.0,35216.0,45782.676,6877.0,82775.2,13086.216,820.0,8959.0,54830.0,32022.0,294473.09
S002621,162.3,4,2,1,1,1,Low,56.8,105.5,486.9,Low,Low,Low,Low,Low,Low,Low,Low,False,False,False,PPR Pipes,12116.145833333334,32839.0,43353.389,2456.0,74516.5,1864.3843636363636,2400.0,11806.0,70993.5,31179.5,283524.42
S002622,213.7,5,2,1,1,2,Medium,74.8,138.9,641.1,High,Low,High,Low,Medium,Medium,Medium,High,False,False,True,PVC Pipes,19960.17361111111,44333.0,55766.755999999994,6364.0,104544.70000000001,21861.510000000002,1960.0,19829.0,76167.5,43934.5,394721.14
S002623,86.0,2,1,1,0,1,Low,30.1,55.9,258.0,Low,Low,Low,Low,Low,Low,Medium,Low,False,False,False,PPR Pipes,6181.25,18143.0,23086.32,2848.0,33578.700000000004,1393.2000000000003,1080.0,5912.0,37770.0,16390.0,146382.47
S002624,175.3,4,1,1,1,1,Medium,61.4,113.9,525.9,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,True,False,True,PVC Pipes,58878.61111111112,37830.0,47688.371,4288.0,72149.0,1807.1836363636362,730.0,15621.0,58707.5,34630.5,332330.17
S002625,118.6,3,2,1,1,1,Low,41.5,77.1,355.8,Medium,Medium,Low,Medium,Low,Low,Low,Low,False,False,False,PVC Pipes,7618.402777777778,27490.0,31704.826,1956.0,40267.5,10254.156,1420.0,17152.0,54717.0,23969.0,216548.88
S002626,115.8,3,1,1,0,1,Medium,40.5,75.3,347.4,Medium,Low,Medium,High,Low,Medium,Medium,Medium,True,False,False,PVC Pipes,41495.625,19376.0,31118.021999999997,3564.0,55504.2,9400.644,850.0,10245.0,41145.0,23623.0,236321.49
S002627,112.0,3,2,1,1,1,High,39.2,72.8,336.0,High,High,High,Medium,Medium,High,High,Medium,True,True,True,PVC Pipes,45966.66666666667,32203.0,32725.760000000002,6488.0,48820.8,13675.2,1700.0,22398.0,44600.0,25120.0,273697.43
S002628,63.2,2,1,1,2,1,Low,22.1,41.1,189.6,Low,Medium,Low,Low,Low,Low,Low,Low,False,False,False,PPR Pipes,4981.38888888889,28887.0,17764.944,1184.0,24926.5,837.6872727272728,1230.0,7506.0,29904.0,12628.0,129849.52
S002629,88.3,2,1,1,0,1,High,30.9,57.4,264.9,High,Medium,High,High,High,Medium,High,Medium,True,True,True,PVC Pipes,29166.354166666664,24210.0,24323.844,6294.0,46527.3,9499.314,860.0,21309.0,32382.5,18535.5,213107.81
S002630,109.6,2,1,1,0,1,High,38.4,71.2,328.8,Medium,Medium,High,High,Medium,High,High,Medium,True,True,True,PVC Pipes,46600.0,20939.0,31189.095999999998,5343.0,38323.2,1904.6487272727272,820.0,21634.0,38240.0,22476.0,227468.94
S002631,90.5,2,1,1,1,1,Low,31.7,58.8,271.5,Low,Low,Low,Low,Medium,Low,Medium,Medium,False,False,False,PVC Pipes,6976.041666666667,27762.0,22959.04,2840.0,44879.6,1306.1618181818183,860.0,7760.0,39322.5,17132.5,171797.84
S002632,128.2,3,2,1,1,1,High,44.9,83.3,384.6,Medium,High,Medium,High,High,High,High,High,True,True,True,PVC Pipes,53265.694444444445,36258.0,36226.653999999995,6454.0,48824.899999999994,12099.516000000001,2000.0,32793.0,49055.0,28117.0,305093.76
S002633,155.0,4,1,1,0,1,Medium,54.2,100.8,465.0,High,Medium,Medium,Medium,Medium,Medium,Medium,High,False,False,False,PVC Pipes,14907.986111111113,32538.0,43409.85,4280.0,56985.600000000006,16265.700000000003,900.0,8740.0,53125.0,30875.0,262027.14
S002634,117.1,3,1,1,2,1,Medium,41.0,76.1,351.3,Medium,High,Medium,Medium,Medium,High,Low,Medium,True,False,True,PVC Pipes,48357.743055555555,38767.0,35174.135,2384.0,39297.899999999994,7419.456000000002,860.0,14539.0,41502.5,23863.5,252165.23
S002635,131.8,3,2,1,2,1,Medium,46.1,85.7,395.4,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,False,True,False,PVC Pipes,10159.583333333334,37792.0,36313.776,5271.0,64880.3,11743.38,1460.0,18014.0,50045.0,28783.0,264462.04
S002636,144.1,3,2,1,3,1,Low,50.4,93.7,432.3,Low,Low,Medium,Low,Low,Low,Low,Low,False,False,False,PPR Pipes,10357.1875,37423.0,36701.791999999994,2784.0,61249.2,1867.5360000000005,2460.0,14058.0,63514.5,28176.5,258591.72
S002637,137.9,3,2,1,3,1,Low,48.3,89.6,413.7,Low,Medium,Low,Low,Low,Low,Low,Medium,False,False,False,PVC Pipes,10869.20138888889,40121.0,37417.948000000004,2364.0,57349.59999999999,2233.98,1460.0,15976.0,61375.5,27153.5,256320.73
S002638,94.7,2,1,1,1,1,Medium,33.1,61.6,284.1,Low,Low,Medium,Low,Medium,Medium,Medium,Medium,True,True,True,PVC Pipes,33005.90277777778,26377.0,24877.729,4831.0,49786.0,1366.7792727272729,740.0,11633.0,34142.5,19719.5,206479.41
