Brand,Ceiling_Type,Material,Component,Specification,Application,Coverage_m2,Quality_Level,Quality_Score,Unit,Quantity_Rule,Rule_Value,Required_For,Optional,Price_EGP,Category,Subcategory,Product_Name,Grade,Quality_Price_Band,Apartment_Area_m2,Estimated_Quantity,Estimated_Total_Cost,Finishing_Category
USG,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,High,8.4,Piece,Area_m2/Coverage,1,Reception,True,320,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,High: > 285,100,278.0,88960.0,Gypsum Ceilings
USG,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,187,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,100,35.0,6545.0,Gypsum Ceilings
Siniat,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,252,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,100,278.0,70056.0,Gypsum Ceilings
Knauf,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Low,8.4,Piece,Area_m2/Coverage,1,Reception,True,212,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Low: <= 234,100,278.0,58936.0,Gypsum Ceilings
USG,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,275,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,100,35.0,9625.0,Gypsum Ceilings
Gyproc,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,High,8.4,Piece,Area_m2/Coverage,1,Reception,True,297,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,High: > 285,100,278.0,82566.0,Gypsum Ceilings
Knauf,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,272,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,100,35.0,9520.0,Gypsum Ceilings
USG Boral,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,High,8.4,Piece,Area_m2/Coverage,1,Reception,True,325,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,High: > 285,100,278.0,90350.0,Gypsum Ceilings
USG,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,202,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,100,35.0,7070.0,Gypsum Ceilings
USG,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,268,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,100,278.0,74504.0,Gypsum Ceilings
USG,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,260,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,100,35.0,9100.0,Gypsum Ceilings
Knauf,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,336,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,100,35.0,11760.0,Gypsum Ceilings
USG,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Low,8.4,Piece,Area_m2/Coverage,1,Reception,True,209,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Low: <= 234,100,278.0,58102.0,Gypsum Ceilings
Siniat,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,289,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,100,35.0,10115.0,Gypsum Ceilings
Gyproc,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,High,8.4,Piece,Area_m2/Coverage,1,Reception,True,332,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,High: > 285,100,278.0,92296.0,Gypsum Ceilings
Siniat,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Low,8.4,Piece,Area_m2/Coverage,1,Reception,True,183,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Low: <= 234,100,278.0,50874.0,Gypsum Ceilings
Knauf,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,199,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,100,35.0,6965.0,Gypsum Ceilings
Siniat,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,243,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,100,278.0,67554.0,Gypsum Ceilings
USG Boral,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,293,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,100,35.0,10255.0,Gypsum Ceilings
Siniat,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,276,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,100,278.0,76728.0,Gypsum Ceilings
USG Boral,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,273,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,100,278.0,75894.0,Gypsum Ceilings
USG Boral,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,195,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,100,35.0,6825.0,Gypsum Ceilings
Knauf,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,259,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,100,35.0,9065.0,Gypsum Ceilings
Siniat,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Low,8.4,Piece,Area_m2/Coverage,1,Reception,True,207,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Low: <= 234,100,278.0,57546.0,Gypsum Ceilings
Knauf,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,183,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,100,35.0,6405.0,Gypsum Ceilings
USG,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,261,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,100,35.0,9135.0,Gypsum Ceilings
Gyproc,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,290,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,100,35.0,10150.0,Gypsum Ceilings
USG Boral,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,High,8.4,Piece,Area_m2/Coverage,1,Reception,True,317,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,High: > 285,100,278.0,88126.0,Gypsum Ceilings
USG Boral,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Low,8.4,Piece,Area_m2/Coverage,1,Reception,True,211,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Low: <= 234,100,278.0,58658.0,Gypsum Ceilings
USG,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,324,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,100,35.0,11340.0,Gypsum Ceilings
USG Boral,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,295,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,100,35.0,10325.0,Gypsum Ceilings
Siniat,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Low,8.4,Piece,Area_m2/Coverage,1,Reception,True,185,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Low: <= 234,100,278.0,51430.0,Gypsum Ceilings
Knauf,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,340,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,100,35.0,11900.0,Gypsum Ceilings
Siniat,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,High,8.4,Piece,Area_m2/Coverage,1,Reception,True,317,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,High: > 285,100,278.0,88126.0,Gypsum Ceilings
USG Boral,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,285,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,100,278.0,79230.0,Gypsum Ceilings
Knauf,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,242,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,100,278.0,67276.0,Gypsum Ceilings
Siniat,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,280,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,100,35.0,9800.0,Gypsum Ceilings
Siniat,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,266,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,100,278.0,73948.0,Gypsum Ceilings
Knauf,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Low,8.4,Piece,Area_m2/Coverage,1,Reception,True,199,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Low: <= 234,100,278.0,55322.0,Gypsum Ceilings
Siniat,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,High,8.4,Piece,Area_m2/Coverage,1,Reception,True,286,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,High: > 285,100,278.0,79508.0,Gypsum Ceilings
Knauf,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,High,8.4,Piece,Area_m2/Coverage,1,Reception,True,348,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,High: > 285,100,278.0,96744.0,Gypsum Ceilings
Knauf,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,High,8.4,Piece,Area_m2/Coverage,1,Reception,True,292,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,High: > 285,100,278.0,81176.0,Gypsum Ceilings
USG,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,244,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,100,35.0,8540.0,Gypsum Ceilings
USG Boral,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,High,8.4,Piece,Area_m2/Coverage,1,Reception,True,308,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,High: > 285,100,278.0,85624.0,Gypsum Ceilings
USG,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,High,8.4,Piece,Area_m2/Coverage,1,Reception,True,321,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,High: > 285,100,278.0,89238.0,Gypsum Ceilings
Gyproc,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,270,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,100,35.0,9450.0,Gypsum Ceilings
USG,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Low,8.4,Piece,Area_m2/Coverage,1,Reception,True,180,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Low: <= 234,100,278.0,50040.0,Gypsum Ceilings
USG,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,205,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,100,35.0,7175.0,Gypsum Ceilings
USG Boral,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,274,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,100,278.0,76172.0,Gypsum Ceilings
Siniat,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,236,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,100,278.0,65608.0,Gypsum Ceilings
USG,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Low,8.4,Piece,Area_m2/Coverage,1,Reception,True,212,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Low: <= 234,100,278.0,58936.0,Gypsum Ceilings
USG,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,252,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,100,35.0,8820.0,Gypsum Ceilings
Knauf,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,194,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,100,35.0,6790.0,Gypsum Ceilings
Knauf,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,278,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,100,35.0,9730.0,Gypsum Ceilings
USG,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,High,8.4,Piece,Area_m2/Coverage,1,Reception,True,342,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,High: > 285,100,278.0,95076.0,Gypsum Ceilings
Siniat,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,183,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,100,35.0,6405.0,Gypsum Ceilings
USG,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,319,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,100,35.0,11165.0,Gypsum Ceilings
Gyproc,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,345,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,100,35.0,12075.0,Gypsum Ceilings
USG Boral,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,185,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,100,35.0,6475.0,Gypsum Ceilings
Siniat,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,253,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,100,35.0,8855.0,Gypsum Ceilings
USG,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,204,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,100,35.0,7140.0,Gypsum Ceilings
USG,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,293,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,100,35.0,10255.0,Gypsum Ceilings
Gyproc,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Medium,8.4,Piece,Area_m2/Coverage,1,Reception,True,253,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Medium: 234 - 285,100,278.0,70334.0,Gypsum Ceilings
Gyproc,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,High,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,291,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,High: > 285,100,35.0,10185.0,Gypsum Ceilings
Siniat,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Low,8.4,Piece,Area_m2/Coverage,1,Reception,True,212,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Low: <= 234,100,278.0,58936.0,Gypsum Ceilings
Gyproc,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Low,8.4,Piece,Area_m2/Coverage,1,Reception,True,186,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Low: <= 234,100,278.0,51708.0,Gypsum Ceilings
USG,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,196,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,100,35.0,6860.0,Gypsum Ceilings
Siniat,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Low,8.4,Piece,Area_m2/Coverage,1,Reception,True,204,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Low: <= 234,100,278.0,56712.0,Gypsum Ceilings
Siniat,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,185,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,100,35.0,6475.0,Gypsum Ceilings
Knauf,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,245,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,100,35.0,8575.0,Gypsum Ceilings
Knauf,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,280,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,100,35.0,9800.0,Gypsum Ceilings
Knauf,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,High,8.4,Piece,Area_m2/Coverage,1,Reception,True,286,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,High: > 285,100,278.0,79508.0,Gypsum Ceilings
USG,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Low,8.4,Piece,Area_m2/Coverage,1,Reception,True,182,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Low: <= 234,100,278.0,50596.0,Gypsum Ceilings
Siniat,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,188,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,100,35.0,6580.0,Gypsum Ceilings
Gyproc,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Medium,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,282,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Medium: 234 - 285,100,35.0,9870.0,Gypsum Ceilings
Knauf,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,222,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,100,35.0,7770.0,Gypsum Ceilings
USG Boral,Decorative Gypsum Ceiling,Gypsum,Decorative Panel,60x60 cm,Reception,0.36,Low,8.4,Piece,Area_m2/Coverage,1,Reception,True,201,Ceilings,Decorative Gypsum Ceiling,Decorative Gypsum Ceiling,Not Applicable,Low: <= 234,100,278.0,55878.0,Gypsum Ceilings
Siniat,Gypsum Board Ceiling,Gypsum,Gypsum Board,12.5 mm / 120x240 cm,Full Ceiling,2.88,Low,8.7,Sheet,Area_m2/Coverage,1,Ceiling,False,216,Ceilings,Gypsum Board Ceiling,Gypsum Board Ceiling,Not Applicable,Low: <= 234,100,35.0,7560.0,Gypsum Ceilings
