Product_ID,Finishing_Category,Category,Subcategory,Product_Name,Brand,Material,Product_Type,Quality_Level,Quality_Score,Grade,Quality_Price_Band,Price_EGP,Unit,Quantity_Rule,Rule_Value,Required_For,Optional,Application,Specification,Ceiling_Type,Coats,Component,Coverage_m2,Coverage_m2_per_L,Door_Category,Door_Type,Electrical_Category,Finish,Floor_Type,Paint_Category,Paint_Type,Plumbing_Category,Power_W,Price_Outlier,Size,Size_cm,Source_File,Waste_Factor
P004114,Flooring,Flooring,Floor Tile,Ceramic 60x60,Gemma,,,Low,7.5,First,,358,m2,Area_m2,1.0,Bedroom,False,Bedrooms,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004115,Flooring,Flooring,Floor Tile,Porcelain 60x120,Royal Ceramica,,,Low,8.7,First,,811,m2,Area_m2,1.0,Reception,False,Reception,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004116,Flooring,Flooring,Floor Tile,Porcelain 60x120,Ceramica Cleopatra,,,High,8.7,First,,826,m2,Area_m2,1.0,Reception,False,Kitchen,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004117,Flooring,Flooring,Floor Tile,Ceramic 60x60,Ceramica Cleopatra,,,Low,7.5,First,,268,m2,Area_m2,1.0,Bedroom,False,Bathroom,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004118,Flooring,Flooring,Floor Tile,Porcelain 60x120,Alfa Ceramic,,,Medium,8.7,Third,,555,m2,Area_m2,1.0,Reception,False,Reception,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004119,Flooring,Flooring,Floor Tile,Porcelain 60x120,Alfa Ceramic,,,Medium,8.7,First,,660,m2,Area_m2,1.0,Reception,False,Kitchen,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004120,Flooring,Flooring,Floor Tile,Porcelain 60x120,Ceramica Cleopatra,,,High,8.7,First,,770,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004121,Flooring,Flooring,Floor Tile,Porcelain 60x120,Gemma,,,High,8.7,First,,821,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004122,Flooring,Flooring,Floor Tile,Porcelain 60x120,Royal Ceramica,,,Low,8.7,First,,748,m2,Area_m2,1.0,Reception,False,Reception,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004123,Flooring,Flooring,Floor Tile,Porcelain 60x120,Alfa Ceramic,,,Medium,8.7,First,,657,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004124,Flooring,Flooring,Floor Tile,Porcelain 60x120,Royal Ceramica,,,High,8.7,Second,,633,m2,Area_m2,1.0,Reception,False,Reception,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004125,Flooring,Flooring,Floor Tile,Ceramic 60x60,Ceramica Cleopatra,,,Low,7.5,Third,,174,m2,Area_m2,1.0,Bedroom,False,Kitchen,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004126,Flooring,Flooring,Floor Tile,Porcelain 60x120,Ceramica Cleopatra,,,Medium,8.7,First,,844,m2,Area_m2,1.0,Reception,False,Kitchen,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004127,Flooring,Flooring,Floor Tile,Ceramic 60x60,Royal Ceramica,,,Low,7.5,Second,,221,m2,Area_m2,1.0,Bedroom,False,Bedrooms,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004128,Flooring,Flooring,Floor Tile,Ceramic 60x60,Gemma,,,Medium,7.5,First,,284,m2,Area_m2,1.0,Bedroom,False,Bedrooms,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004129,Flooring,Flooring,Floor Tile,Ceramic 60x60,Lecico,,,High,7.5,First,,270,m2,Area_m2,1.0,Bedroom,False,Bathroom,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004130,Flooring,Flooring,Floor Tile,Ceramic 60x60,Lecico,,,Medium,7.5,First,,303,m2,Area_m2,1.0,Bedroom,False,Kitchen,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004131,Flooring,Flooring,Floor Tile,Porcelain 60x120,Ceramica Cleopatra,,,Medium,8.7,First,,679,m2,Area_m2,1.0,Reception,False,Kitchen,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004132,Flooring,Flooring,Floor Tile,Porcelain 60x120,Alfa Ceramic,,,Medium,8.7,Second,,525,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004133,Flooring,Flooring,Floor Tile,Porcelain 60x120,Alfa Ceramic,,,High,8.7,First,,672,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004134,Flooring,Flooring,Floor Tile,Ceramic 60x60,Lecico,,,High,7.5,First,,298,m2,Area_m2,1.0,Bedroom,False,Bedrooms,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004135,Flooring,Flooring,Floor Tile,Ceramic 60x60,Royal Ceramica,,,Low,7.5,First,,327,m2,Area_m2,1.0,Bedroom,False,Kitchen,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004136,Flooring,Flooring,Floor Tile,Porcelain 60x120,Alfa Ceramic,,,High,8.7,Third,,612,m2,Area_m2,1.0,Reception,False,Reception,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004137,Flooring,Flooring,Floor Tile,Porcelain 60x120,Lecico,,,Medium,8.7,First,,862,m2,Area_m2,1.0,Reception,False,Kitchen,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004138,Flooring,Flooring,Floor Tile,Ceramic 60x60,Alfa Ceramic,,,Medium,7.5,First,,284,m2,Area_m2,1.0,Bedroom,False,Bedrooms,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004139,Flooring,Flooring,Floor Tile,Porcelain 60x120,Gemma,,,Low,8.7,First,,766,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004140,Flooring,Flooring,Floor Tile,Ceramic 60x60,Gemma,,,Medium,7.5,First,,284,m2,Area_m2,1.0,Bedroom,False,Kitchen,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004141,Flooring,Flooring,Floor Tile,Porcelain 60x120,Alfa Ceramic,,,High,8.7,First,,906,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004142,Flooring,Flooring,Floor Tile,Porcelain 60x120,Royal Ceramica,,,Low,8.7,Second,,531,m2,Area_m2,1.0,Reception,False,Kitchen,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004143,Flooring,Flooring,Floor Tile,Ceramic 60x60,Royal Ceramica,,,Medium,7.5,First,,279,m2,Area_m2,1.0,Bedroom,False,Bathroom,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004144,Flooring,Flooring,Floor Tile,Porcelain 60x120,Royal Ceramica,,,Low,8.7,First,,811,m2,Area_m2,1.0,Reception,False,Kitchen,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004145,Flooring,Flooring,Floor Tile,Porcelain 60x120,Royal Ceramica,,,Medium,8.7,Second,,633,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004146,Flooring,Flooring,Floor Tile,Porcelain 60x120,Alfa Ceramic,,,Medium,8.7,First,,748,m2,Area_m2,1.0,Reception,False,Reception,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004147,Flooring,Flooring,Floor Tile,Ceramic 60x60,Lecico,,,Medium,7.5,Second,,219,m2,Area_m2,1.0,Bedroom,False,Bedrooms,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004148,Flooring,Flooring,Floor Tile,Porcelain 60x120,Ceramica Cleopatra,,,Medium,8.7,First,,698,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004149,Flooring,Flooring,Floor Tile,Porcelain 60x120,Ceramica Cleopatra,,,Medium,8.7,Third,,614,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004150,Flooring,Flooring,Floor Tile,Porcelain 60x120,Gemma,,,Medium,8.7,First,,835,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004151,Flooring,Flooring,Floor Tile,Porcelain 60x120,Royal Ceramica,,,Low,8.7,Third,,497,m2,Area_m2,1.0,Reception,False,Kitchen,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004152,Flooring,Flooring,Floor Tile,Ceramic 60x60,Alfa Ceramic,,,High,7.5,Second,,247,m2,Area_m2,1.0,Bedroom,False,Kitchen,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004153,Flooring,Flooring,Floor Tile,Porcelain 60x120,Lecico,,,High,8.7,Second,,554,m2,Area_m2,1.0,Reception,False,Kitchen,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004154,Flooring,Flooring,Floor Tile,Porcelain 60x120,Lecico,,,High,8.7,First,,752,m2,Area_m2,1.0,Reception,False,Reception,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004155,Flooring,Flooring,Floor Tile,Ceramic 60x60,Gemma,,,Low,7.5,Third,,201,m2,Area_m2,1.0,Bedroom,False,Bedrooms,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004156,Flooring,Flooring,Floor Tile,Porcelain 60x120,Ceramica Cleopatra,,,High,8.7,Third,,488,m2,Area_m2,1.0,Reception,False,Reception,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004157,Flooring,Flooring,Floor Tile,Porcelain 60x120,Gemma,,,Low,8.7,First,,819,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004158,Flooring,Flooring,Floor Tile,Porcelain 60x120,Gemma,,,High,8.7,Third,,592,m2,Area_m2,1.0,Reception,False,Kitchen,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004159,Flooring,Flooring,Floor Tile,Porcelain 60x120,Ceramica Cleopatra,,,High,8.7,Second,,699,m2,Area_m2,1.0,Reception,False,Reception,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004160,Flooring,Flooring,Floor Tile,Ceramic 60x60,Alfa Ceramic,,,Low,7.5,Third,,191,m2,Area_m2,1.0,Bedroom,False,Bathroom,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004161,Flooring,Flooring,Floor Tile,Porcelain 60x120,Ceramica Cleopatra,,,Medium,8.7,First,,764,m2,Area_m2,1.0,Reception,False,Reception,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004162,Flooring,Flooring,Floor Tile,Porcelain 60x120,Royal Ceramica,,,High,8.7,First,,845,m2,Area_m2,1.0,Reception,False,Kitchen,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004163,Flooring,Flooring,Floor Tile,Ceramic 60x60,Ceramica Cleopatra,,,Low,7.5,First,,330,m2,Area_m2,1.0,Bedroom,False,Bedrooms,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004164,Flooring,Flooring,Floor Tile,Porcelain 60x120,Lecico,,,Medium,8.7,First,,701,m2,Area_m2,1.0,Reception,False,Reception,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004165,Flooring,Flooring,Floor Tile,Porcelain 60x120,Ceramica Cleopatra,,,Low,8.7,Third,,516,m2,Area_m2,1.0,Reception,False,Kitchen,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004166,Flooring,Flooring,Floor Tile,Porcelain 60x120,Gemma,,,Low,8.7,First,,766,m2,Area_m2,1.0,Reception,False,Reception,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004167,Flooring,Flooring,Floor Tile,Porcelain 60x120,Lecico,,,High,8.7,First,,914,m2,Area_m2,1.0,Reception,False,Reception,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004168,Flooring,Flooring,Floor Tile,Porcelain 60x120,Ceramica Cleopatra,,,High,8.7,Second,,612,m2,Area_m2,1.0,Reception,False,Reception,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004169,Flooring,Flooring,Floor Tile,Ceramic 60x60,Alfa Ceramic,,,Low,7.5,First,,287,m2,Area_m2,1.0,Bedroom,False,Kitchen,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004170,Flooring,Flooring,Floor Tile,Porcelain 60x120,Lecico,,,Medium,8.7,First,,831,m2,Area_m2,1.0,Reception,False,Reception,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004171,Flooring,Flooring,Floor Tile,Porcelain 60x120,Royal Ceramica,,,Medium,8.7,Second,,703,m2,Area_m2,1.0,Reception,False,Kitchen,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004172,Flooring,Flooring,Floor Tile,Porcelain 60x120,Lecico,,,Low,8.7,Third,,563,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004173,Flooring,Flooring,Floor Tile,Ceramic 60x60,Lecico,,,High,7.5,Second,,244,m2,Area_m2,1.0,Bedroom,False,Bathroom,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004174,Flooring,Flooring,Floor Tile,Porcelain 60x120,Alfa Ceramic,,,Medium,8.7,Third,,508,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004175,Flooring,Flooring,Floor Tile,Porcelain 60x120,Lecico,,,Low,8.7,Third,,568,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004176,Flooring,Flooring,Floor Tile,Ceramic 60x60,Lecico,,,Low,7.5,First,,377,m2,Area_m2,1.0,Bedroom,False,Bathroom,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004177,Flooring,Flooring,Floor Tile,Ceramic 60x60,Gemma,,,High,7.5,Second,,265,m2,Area_m2,1.0,Bedroom,False,Bedrooms,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004178,Flooring,Flooring,Floor Tile,Porcelain 60x120,Gemma,,,High,8.7,First,,835,m2,Area_m2,1.0,Reception,False,Kitchen,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004179,Flooring,Flooring,Floor Tile,Ceramic 60x60,Gemma,,,Low,7.5,Second,,248,m2,Area_m2,1.0,Bedroom,False,Kitchen,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004180,Flooring,Flooring,Floor Tile,Porcelain 60x120,Gemma,,,Medium,8.7,Third,,544,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004181,Flooring,Flooring,Floor Tile,Porcelain 60x120,Lecico,,,High,8.7,Second,,730,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004182,Flooring,Flooring,Floor Tile,Ceramic 60x60,Royal Ceramica,,,High,7.5,Third,,195,m2,Area_m2,1.0,Bedroom,False,Bathroom,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004183,Flooring,Flooring,Floor Tile,Porcelain 60x120,Royal Ceramica,,,High,8.7,Second,,674,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004184,Flooring,Flooring,Floor Tile,Porcelain 60x120,Gemma,,,Medium,8.7,Second,,576,m2,Area_m2,1.0,Reception,False,Reception,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004185,Flooring,Flooring,Floor Tile,Ceramic 60x60,Lecico,,,Medium,7.5,First,,279,m2,Area_m2,1.0,Bedroom,False,Kitchen,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004186,Flooring,Flooring,Floor Tile,Ceramic 60x60,Gemma,,,Low,7.5,First,,313,m2,Area_m2,1.0,Bedroom,False,Bathroom,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004187,Flooring,Flooring,Floor Tile,Ceramic 60x60,Lecico,,,High,7.5,First,,334,m2,Area_m2,1.0,Bedroom,False,Bathroom,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004188,Flooring,Flooring,Floor Tile,Porcelain 60x120,Lecico,,,Low,8.7,First,,658,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004189,Flooring,Flooring,Floor Tile,Ceramic 60x60,Royal Ceramica,,,Low,7.5,First,,359,m2,Area_m2,1.0,Bedroom,False,Kitchen,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004190,Flooring,Flooring,Floor Tile,Porcelain 60x120,Gemma,,,Low,8.7,First,,876,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004191,Flooring,Flooring,Floor Tile,Porcelain 60x120,Lecico,,,High,8.7,First,,852,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004192,Flooring,Flooring,Floor Tile,Ceramic 60x60,Alfa Ceramic,,,High,7.5,First,,284,m2,Area_m2,1.0,Bedroom,False,Kitchen,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004193,Flooring,Flooring,Floor Tile,Porcelain 60x120,Royal Ceramica,,,Low,8.7,First,,793,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004194,Flooring,Flooring,Floor Tile,Porcelain 60x120,Ceramica Cleopatra,,,Low,8.7,First,,898,m2,Area_m2,1.0,Reception,False,Kitchen,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004195,Flooring,Flooring,Floor Tile,Porcelain 60x120,Lecico,,,Medium,8.7,Third,,568,m2,Area_m2,1.0,Reception,False,Reception,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004196,Flooring,Flooring,Floor Tile,Ceramic 60x60,Gemma,,,Low,7.5,Second,,272,m2,Area_m2,1.0,Bedroom,False,Bathroom,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004197,Flooring,Flooring,Floor Tile,Porcelain 60x120,Lecico,,,Medium,8.7,Second,,730,m2,Area_m2,1.0,Reception,False,Kitchen,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004198,Flooring,Flooring,Floor Tile,Porcelain 60x120,Alfa Ceramic,,,High,8.7,First,,778,m2,Area_m2,1.0,Reception,False,Kitchen,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004199,Flooring,Flooring,Floor Tile,Ceramic 60x60,Royal Ceramica,,,High,7.5,First,,359,m2,Area_m2,1.0,Bedroom,False,Bedrooms,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004200,Flooring,Flooring,Floor Tile,Porcelain 60x120,Ceramica Cleopatra,,,High,8.7,Second,,572,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004201,Flooring,Flooring,Floor Tile,Porcelain 60x120,Royal Ceramica,,,Low,8.7,First,,689,m2,Area_m2,1.0,Reception,False,Reception,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004202,Flooring,Flooring,Floor Tile,Ceramic 60x60,Gemma,,,Low,7.5,Second,,261,m2,Area_m2,1.0,Bedroom,False,Bathroom,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004203,Flooring,Flooring,Floor Tile,Ceramic 60x60,Alfa Ceramic,,,Medium,7.5,Third,,221,m2,Area_m2,1.0,Bedroom,False,Kitchen,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004204,Flooring,Flooring,Floor Tile,Porcelain 60x120,Royal Ceramica,,,High,8.7,Second,,633,m2,Area_m2,1.0,Reception,False,Kitchen,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004205,Flooring,Flooring,Floor Tile,Porcelain 60x120,Alfa Ceramic,,,High,8.7,Second,,597,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004206,Flooring,Flooring,Floor Tile,Ceramic 60x60,Royal Ceramica,,,High,7.5,Third,,230,m2,Area_m2,1.0,Bedroom,False,Bathroom,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004207,Flooring,Flooring,Floor Tile,Ceramic 60x60,Lecico,,,Medium,7.5,First,,357,m2,Area_m2,1.0,Bedroom,False,Bedrooms,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004208,Flooring,Flooring,Floor Tile,Porcelain 60x120,Lecico,,,High,8.7,First,,728,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004209,Flooring,Flooring,Floor Tile,Ceramic 60x60,Alfa Ceramic,,,Medium,7.5,First,,272,m2,Area_m2,1.0,Bedroom,False,Bathroom,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004210,Flooring,Flooring,Floor Tile,Porcelain 60x120,Ceramica Cleopatra,,,Low,8.7,Third,,469,m2,Area_m2,1.0,Reception,False,Reception,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004211,Flooring,Flooring,Floor Tile,Ceramic 60x60,Lecico,,,High,7.5,Second,,270,m2,Area_m2,1.0,Bedroom,False,Kitchen,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004212,Flooring,Flooring,Floor Tile,Ceramic 60x60,Ceramica Cleopatra,,,High,7.5,Third,,245,m2,Area_m2,1.0,Bedroom,False,Kitchen,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004213,Flooring,Flooring,Floor Tile,Ceramic 60x60,Lecico,,,Low,7.5,First,,357,m2,Area_m2,1.0,Bedroom,False,Bathroom,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004214,Flooring,Flooring,Floor Tile,Porcelain 60x120,Royal Ceramica,,,Low,8.7,First,,707,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004215,Flooring,Flooring,Floor Tile,Porcelain 60x120,Gemma,,,High,8.7,Second,,660,m2,Area_m2,1.0,Reception,False,Kitchen,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004216,Flooring,Flooring,Floor Tile,Porcelain 60x120,Gemma,,,Medium,8.7,First,,856,m2,Area_m2,1.0,Reception,False,Reception,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004217,Flooring,Flooring,Floor Tile,Porcelain 60x120,Royal Ceramica,,,Low,8.7,First,,751,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004218,Flooring,Flooring,Floor Tile,Ceramic 60x60,Royal Ceramica,,,Low,7.5,First,,355,m2,Area_m2,1.0,Bedroom,False,Kitchen,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004219,Flooring,Flooring,Floor Tile,Ceramic 60x60,Alfa Ceramic,,,Medium,7.5,Third,,191,m2,Area_m2,1.0,Bedroom,False,Kitchen,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004220,Flooring,Flooring,Floor Tile,Ceramic 60x60,Ceramica Cleopatra,,,Low,7.5,Third,,172,m2,Area_m2,1.0,Bedroom,False,Bedrooms,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004221,Flooring,Flooring,Floor Tile,Ceramic 60x60,Alfa Ceramic,,,Medium,7.5,Third,,204,m2,Area_m2,1.0,Bedroom,False,Kitchen,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004222,Flooring,Flooring,Floor Tile,Porcelain 60x120,Alfa Ceramic,,,Medium,8.7,Second,,750,m2,Area_m2,1.0,Reception,False,Kitchen,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004223,Flooring,Flooring,Floor Tile,Porcelain 60x120,Alfa Ceramic,,,Low,8.7,First,,906,m2,Area_m2,1.0,Reception,False,Reception,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004224,Flooring,Flooring,Floor Tile,Ceramic 60x60,Royal Ceramica,,,Medium,7.5,First,,355,m2,Area_m2,1.0,Bedroom,False,Bathroom,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004225,Flooring,Flooring,Floor Tile,Ceramic 60x60,Royal Ceramica,,,Medium,7.5,Third,,245,m2,Area_m2,1.0,Bedroom,False,Bathroom,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004226,Flooring,Flooring,Floor Tile,Porcelain 60x120,Lecico,,,Medium,8.7,Third,,453,m2,Area_m2,1.0,Reception,False,Kitchen,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004227,Flooring,Flooring,Floor Tile,Ceramic 60x60,Lecico,,,High,7.5,Second,,239,m2,Area_m2,1.0,Bedroom,False,Kitchen,,,,,,,,,,,Ceramic,,,,,False,,60x60,flooring.csv,0.1
P004228,Flooring,Flooring,Floor Tile,Porcelain 60x120,Lecico,,,Low,8.7,Second,,705,m2,Area_m2,1.0,Reception,False,Kitchen,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004229,Flooring,Flooring,Floor Tile,Porcelain 60x120,Royal Ceramica,,,Low,8.7,Second,,694,m2,Area_m2,1.0,Reception,False,Kitchen,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
P004230,Flooring,Flooring,Floor Tile,Porcelain 60x120,Ceramica Cleopatra,,,Low,8.7,Third,,574,m2,Area_m2,1.0,Reception,False,Bathroom,,,,,,,,,,,Porcelain,,,,,False,,60x120,flooring.csv,0.12
