Finishing_Category,Category,Subcategory,Product_Name,Brand,Quality_Level,Price_EGP,Unit,Quantity_Rule,Rule_Value,Required_For,Optional
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ideal Standard,Medium,5949,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,Medium,5591,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Roca,Low,4632,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,Low,4999,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ideal Standard,Medium,5573,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,Medium,5069,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,GROHE,High,9802,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ideal Standard,High,7550,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Roca,Low,2549,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Roca,Medium,7496,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Lecico,High,7740,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Lecico,High,7777,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Roca,Medium,5039,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Lecico,Medium,7384,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Lecico,Low,4736,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,Medium,5049,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,GROHE,High,9633,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Roca,High,7996,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ideal Standard,High,10693,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Lecico,Low,1999,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,High,10418,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Lecico,Low,1920,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ceramica Cleopatra,Medium,6299,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Roca,Medium,5820,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,Medium,6987,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,Medium,7053,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,High,10267,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,High,8251,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Lecico,Medium,5499,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ideal Standard,Low,3730,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ideal Standard,High,10419,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Lecico,Medium,6429,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,Medium,6695,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ceramica Cleopatra,Medium,6387,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ceramica Cleopatra,High,9879,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ideal Standard,High,7824,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,Medium,5197,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ceramica Cleopatra,Low,4966,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ideal Standard,Low,4381,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,High,9975,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,GROHE,High,10339,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ceramica Cleopatra,Medium,6146,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,GROHE,High,9164,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Roca,Medium,6368,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,High,8146,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ideal Standard,High,7606,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,GROHE,High,7627,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ceramica Cleopatra,High,10839,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,High,8125,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,Medium,5066,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ceramica Cleopatra,Medium,6843,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,Medium,5958,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,GROHE,High,9680,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Lecico,Medium,6986,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ideal Standard,Low,4905,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Lecico,Medium,5675,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Roca,High,9622,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ceramica Cleopatra,Medium,6503,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ceramica Cleopatra,High,8323,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,GROHE,Medium,5689,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Roca,Low,1950,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,Medium,6975,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Lecico,Medium,7193,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ideal Standard,Medium,6053,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Lecico,Low,3990,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Roca,Medium,7075,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ceramica Cleopatra,Low,2506,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ideal Standard,Medium,7409,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,GROHE,Low,3747,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Lecico,High,10397,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ceramica Cleopatra,High,10374,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Roca,Medium,5650,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Roca,Low,4430,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ideal Standard,Medium,5134,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Roca,Medium,5607,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ideal Standard,Medium,5828,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Lecico,Medium,5901,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,Medium,5818,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,Medium,7396,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,GROHE,Medium,5062,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Roca,Low,3155,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ceramica Cleopatra,Low,4888,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ideal Standard,High,10313,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Roca,High,7683,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ceramica Cleopatra,Medium,7024,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,GROHE,Low,2100,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,GROHE,Low,2846,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ceramica Cleopatra,High,8896,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Lecico,Medium,7526,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ideal Standard,Low,4127,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ceramica Cleopatra,High,9870,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,Medium,5913,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Roca,Medium,6372,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,GROHE,Low,2618,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,Low,4743,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ideal Standard,High,8147,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ideal Standard,High,10601,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ideal Standard,Medium,5039,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,Medium,5369,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Lecico,High,7624,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ideal Standard,Low,4986,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Roca,Low,2672,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,Medium,6738,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,GROHE,Medium,5555,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ceramica Cleopatra,High,7890,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ideal Standard,Low,1832,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,GROHE,High,8911,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Roca,Low,4518,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,GROHE,Low,3886,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,High,9580,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ideal Standard,Low,4645,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Lecico,Medium,6145,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,GROHE,Low,1973,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ideal Standard,High,9916,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,Medium,7088,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,GROHE,High,7943,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ideal Standard,Low,4529,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,GROHE,High,10685,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Roca,High,9411,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,Medium,6408,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,GROHE,Medium,5042,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Lecico,Low,3950,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,Medium,6538,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ideal Standard,High,8835,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ideal Standard,High,9335,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Roca,Low,3801,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ideal Standard,Low,4707,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ideal Standard,Low,3924,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Roca,Medium,6966,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Lecico,Medium,7238,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Lecico,Low,4912,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ideal Standard,High,9256,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,Medium,6214,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,GROHE,Low,2897,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,GROHE,Medium,5057,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ideal Standard,Low,3990,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Lecico,High,9993,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Roca,Low,3260,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Roca,Low,3919,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Roca,High,7574,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,Low,5006,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,High,8332,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ideal Standard,Low,3653,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ceramica Cleopatra,Low,2083,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Roca,Low,3916,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,Medium,5696,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ideal Standard,Low,2478,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Roca,High,9623,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ceramica Cleopatra,Low,2094,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Roca,Medium,6903,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ceramica Cleopatra,Medium,5482,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,High,9042,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,GROHE,Medium,6295,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ideal Standard,Low,3847,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ceramica Cleopatra,Low,2547,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Lecico,Low,3364,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ideal Standard,High,7834,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,GROHE,Low,4032,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ideal Standard,Low,2171,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Lecico,High,10394,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ideal Standard,Low,3580,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ideal Standard,Low,4824,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,GROHE,Low,4474,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Roca,Low,3871,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Roca,Low,2060,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Lecico,Medium,5283,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ideal Standard,High,7862,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,GROHE,High,10989,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Lecico,Medium,6229,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,Low,4232,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,Medium,5689,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ideal Standard,Medium,5112,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Lecico,High,10380,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,GROHE,High,9632,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,GROHE,Medium,5854,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,Medium,6683,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ideal Standard,Medium,6187,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,Medium,6651,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Ideal Standard,Low,1971,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ceramica Cleopatra,High,9798,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ceramica Cleopatra,High,10401,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,GROHE,Medium,6273,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Lecico,High,7830,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ideal Standard,High,9944,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Lecico,High,8753,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,GROHE,High,7908,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ceramica Cleopatra,High,8778,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Lecico,Medium,5258,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Lecico,Medium,6114,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Roca,Low,4826,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Lecico,Low,1845,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Pedestal,Wash Basin,Lecico,Low,2925,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Ceramica Cleopatra,Medium,5736,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Lecico,Medium,7326,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Rain Shower,Rain Shower,Ideal Standard,High,9982,Set,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ideal Standard,High,7624,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Lecico,Medium,6433,Piece,Per_Bathroom,1,Bathroom,False
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Lecico,High,8779,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Roca,High,10831,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Sliding Cabin,Shower Cabin,Lecico,Medium,7086,Piece,Per_Master_Bathroom,1,Master Bathroom,True
Sanitary Ware,Sanitary,Floor Mounted,Close Coupled Toilet,Ceramica Cleopatra,Low,4982,Piece,Per_Bathroom,1,Bathroom,False
