Product_ID,Finishing_Category,Subcategory,Product_Name,Brand,Product_Type,Material,Quality_Level,Price_EGP,Unit,Quantity_Rule,Rule_Value,Required_For,Optional
P002994,Electrical Finishing,LED Bulb,LED Bulb,Venus Electric,Electrical,,Low,108,Piece,Per_Room,4.0,Bedroom,False
P002995,Electrical Finishing,LED Downlight,LED Downlight,Opple,Electrical,,Low,81,Piece,Per_Reception,8.0,Reception,False
P002996,Electrical Finishing,LED Downlight,LED Downlight,Opple,Electrical,,Low,160,Piece,Per_Reception,8.0,Reception,False
P002997,Electrical Finishing,LED Spotlight,LED Spotlight,Philips,Electrical,,Low,66,Piece,Per_Room,4.0,Bedroom,False
P002998,Electrical Finishing,LED Bulb,LED Bulb,Venus Electric,Electrical,,Low,94,Piece,Per_Room,4.0,Bedroom,False
P002999,Electrical Finishing,Modern Chandelier,Modern Chandelier,Venus Electric,Electrical,,Medium,2209,Piece,Per_Reception,1.0,Reception,True
P003000,Electrical Finishing,Modern Chandelier,Modern Chandelier,Philips,Electrical,,Medium,2154,Piece,Per_Reception,1.0,Reception,True
P003001,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,High,3009,Piece,Per_Reception,1.0,Reception,True
P003002,Electrical Finishing,LED Downlight,LED Downlight,Opple,Electrical,,Medium,177,Piece,Per_Reception,8.0,Reception,False
P003003,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,Medium,1470,Piece,Per_Reception,1.0,Reception,True
P003004,Electrical Finishing,LED Downlight,LED Downlight,Venus Electric,Electrical,,Low,100,Piece,Per_Reception,8.0,Reception,False
P003005,Electrical Finishing,Modern Chandelier,Modern Chandelier,Venus Electric,Electrical,,Medium,1975,Piece,Per_Reception,1.0,Reception,True
P003006,Electrical Finishing,Modern Chandelier,Modern Chandelier,Philips,Electrical,,Medium,1623,Piece,Per_Reception,1.0,Reception,True
P003007,Electrical Finishing,Modern Chandelier,Modern Chandelier,El Sewedy Electric,Electrical,,Medium,1808,Piece,Per_Reception,1.0,Reception,True
P003008,Electrical Finishing,LED Bulb,LED Bulb,Philips,Electrical,,Low,99,Piece,Per_Room,4.0,Bedroom,False
P003009,Electrical Finishing,LED Spotlight,LED Spotlight,Opple,Electrical,,Low,69,Piece,Per_Room,4.0,Bedroom,False
P003010,Electrical Finishing,Modern Chandelier,Modern Chandelier,El Sewedy Electric,Electrical,,High,2997,Piece,Per_Reception,1.0,Reception,True
P003011,Electrical Finishing,LED Spotlight,LED Spotlight,Opple,Electrical,,Low,70,Piece,Per_Room,4.0,Bedroom,False
P003012,Electrical Finishing,Modern Chandelier,Modern Chandelier,El Sewedy Electric,Electrical,,High,3359,Piece,Per_Reception,1.0,Reception,True
P003013,Electrical Finishing,Modern Chandelier,Modern Chandelier,Philips,Electrical,,High,3368,Piece,Per_Reception,1.0,Reception,True
P003014,Electrical Finishing,LED Downlight,LED Downlight,Venus Electric,Electrical,,Low,156,Piece,Per_Reception,8.0,Reception,False
P003015,Electrical Finishing,Modern Chandelier,Modern Chandelier,Philips,Electrical,,Medium,1342,Piece,Per_Reception,1.0,Reception,True
P003016,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,High,2816,Piece,Per_Reception,1.0,Reception,True
P003017,Electrical Finishing,Modern Chandelier,Modern Chandelier,Philips,Electrical,,High,3292,Piece,Per_Reception,1.0,Reception,True
P003018,Electrical Finishing,LED Spotlight,LED Spotlight,Philips,Electrical,,Low,78,Piece,Per_Room,4.0,Bedroom,False
P003019,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,High,2521,Piece,Per_Reception,1.0,Reception,True
P003020,Electrical Finishing,Modern Chandelier,Modern Chandelier,Venus Electric,Electrical,,Medium,1882,Piece,Per_Reception,1.0,Reception,True
P003021,Electrical Finishing,LED Downlight,LED Downlight,Opple,Electrical,,Low,135,Piece,Per_Reception,8.0,Reception,False
P003022,Electrical Finishing,Modern Chandelier,Modern Chandelier,Philips,Electrical,,Medium,1436,Piece,Per_Reception,1.0,Reception,True
P003023,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,Medium,2180,Piece,Per_Reception,1.0,Reception,True
P003024,Electrical Finishing,LED Downlight,LED Downlight,El Sewedy Electric,Electrical,,Low,124,Piece,Per_Reception,8.0,Reception,False
P003025,Electrical Finishing,Modern Chandelier,Modern Chandelier,Philips,Electrical,,High,2269,Piece,Per_Reception,1.0,Reception,True
P003026,Electrical Finishing,LED Spotlight,LED Spotlight,El Sewedy Electric,Electrical,,Low,78,Piece,Per_Room,4.0,Bedroom,False
P003027,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,High,3131,Piece,Per_Reception,1.0,Reception,True
P003028,Electrical Finishing,LED Downlight,LED Downlight,Osram,Electrical,,Medium,174,Piece,Per_Reception,8.0,Reception,False
P003029,Electrical Finishing,Modern Chandelier,Modern Chandelier,Philips,Electrical,,Medium,1963,Piece,Per_Reception,1.0,Reception,True
P003030,Electrical Finishing,LED Downlight,LED Downlight,Philips,Electrical,,Low,89,Piece,Per_Reception,8.0,Reception,False
P003031,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,High,2600,Piece,Per_Reception,1.0,Reception,True
P003032,Electrical Finishing,Modern Chandelier,Modern Chandelier,El Sewedy Electric,Electrical,,High,2338,Piece,Per_Reception,1.0,Reception,True
P003033,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,Medium,1339,Piece,Per_Reception,1.0,Reception,True
P003034,Electrical Finishing,Modern Chandelier,Modern Chandelier,Venus Electric,Electrical,,Medium,1543,Piece,Per_Reception,1.0,Reception,True
P003035,Electrical Finishing,LED Spotlight,LED Spotlight,El Sewedy Electric,Electrical,,Low,57,Piece,Per_Room,4.0,Bedroom,False
P003036,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,High,3419,Piece,Per_Reception,1.0,Reception,True
P003037,Electrical Finishing,LED Downlight,LED Downlight,Opple,Electrical,,Low,129,Piece,Per_Reception,8.0,Reception,False
P003038,Electrical Finishing,LED Downlight,LED Downlight,Osram,Electrical,,Low,108,Piece,Per_Reception,8.0,Reception,False
P003039,Electrical Finishing,Modern Chandelier,Modern Chandelier,Philips,Electrical,,High,3398,Piece,Per_Reception,1.0,Reception,True
P003040,Electrical Finishing,Modern Chandelier,Modern Chandelier,Venus Electric,Electrical,,High,2691,Piece,Per_Reception,1.0,Reception,True
P003041,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,Medium,2178,Piece,Per_Reception,1.0,Reception,True
P003042,Electrical Finishing,Modern Chandelier,Modern Chandelier,Venus Electric,Electrical,,High,2723,Piece,Per_Reception,1.0,Reception,True
P003043,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,Medium,1679,Piece,Per_Reception,1.0,Reception,True
P003044,Electrical Finishing,Modern Chandelier,Modern Chandelier,Philips,Electrical,,High,2377,Piece,Per_Reception,1.0,Reception,True
P003045,Electrical Finishing,LED Spotlight,LED Spotlight,Venus Electric,Electrical,,Low,113,Piece,Per_Room,4.0,Bedroom,False
P003046,Electrical Finishing,LED Spotlight,LED Spotlight,Opple,Electrical,,Low,78,Piece,Per_Room,4.0,Bedroom,False
P003047,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,Medium,1876,Piece,Per_Reception,1.0,Reception,True
P003048,Electrical Finishing,LED Spotlight,LED Spotlight,El Sewedy Electric,Electrical,,Low,92,Piece,Per_Room,4.0,Bedroom,False
P003049,Electrical Finishing,LED Downlight,LED Downlight,Philips,Electrical,,Low,167,Piece,Per_Reception,8.0,Reception,False
P003050,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,Medium,1287,Piece,Per_Reception,1.0,Reception,True
P003051,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,High,2447,Piece,Per_Reception,1.0,Reception,True
P003052,Electrical Finishing,Modern Chandelier,Modern Chandelier,Philips,Electrical,,Medium,1819,Piece,Per_Reception,1.0,Reception,True
P003053,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,Medium,1303,Piece,Per_Reception,1.0,Reception,True
P003054,Electrical Finishing,Modern Chandelier,Modern Chandelier,Venus Electric,Electrical,,Medium,1339,Piece,Per_Reception,1.0,Reception,True
P003055,Electrical Finishing,LED Downlight,LED Downlight,Opple,Electrical,,Low,78,Piece,Per_Reception,8.0,Reception,False
P003056,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,Medium,2133,Piece,Per_Reception,1.0,Reception,True
P003057,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,Medium,1586,Piece,Per_Reception,1.0,Reception,True
P003058,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,Medium,1960,Piece,Per_Reception,1.0,Reception,True
P003059,Electrical Finishing,LED Spotlight,LED Spotlight,Venus Electric,Electrical,,Low,79,Piece,Per_Room,4.0,Bedroom,False
P003060,Electrical Finishing,LED Bulb,LED Bulb,Opple,Electrical,,Low,150,Piece,Per_Room,4.0,Bedroom,False
P003061,Electrical Finishing,Modern Chandelier,Modern Chandelier,El Sewedy Electric,Electrical,,High,3118,Piece,Per_Reception,1.0,Reception,True
P003062,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,Medium,2109,Piece,Per_Reception,1.0,Reception,True
P003063,Electrical Finishing,LED Spotlight,LED Spotlight,Osram,Electrical,,Low,93,Piece,Per_Room,4.0,Bedroom,False
P003064,Electrical Finishing,Modern Chandelier,Modern Chandelier,Philips,Electrical,,Medium,1776,Piece,Per_Reception,1.0,Reception,True
P003065,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,High,3025,Piece,Per_Reception,1.0,Reception,True
P003066,Electrical Finishing,LED Downlight,LED Downlight,El Sewedy Electric,Electrical,,Low,152,Piece,Per_Reception,8.0,Reception,False
P003067,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,Medium,1785,Piece,Per_Reception,1.0,Reception,True
P003068,Electrical Finishing,LED Downlight,LED Downlight,El Sewedy Electric,Electrical,,Low,71,Piece,Per_Reception,8.0,Reception,False
P003069,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,Medium,1379,Piece,Per_Reception,1.0,Reception,True
P003070,Electrical Finishing,Modern Chandelier,Modern Chandelier,Venus Electric,Electrical,,High,2589,Piece,Per_Reception,1.0,Reception,True
P003071,Electrical Finishing,Modern Chandelier,Modern Chandelier,Philips,Electrical,,High,3491,Piece,Per_Reception,1.0,Reception,True
P003072,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,High,3114,Piece,Per_Reception,1.0,Reception,True
P003073,Electrical Finishing,LED Downlight,LED Downlight,Philips,Electrical,,Low,153,Piece,Per_Reception,8.0,Reception,False
P003074,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,Medium,1444,Piece,Per_Reception,1.0,Reception,True
P003075,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,High,2261,Piece,Per_Reception,1.0,Reception,True
P003076,Electrical Finishing,Modern Chandelier,Modern Chandelier,Philips,Electrical,,High,2668,Piece,Per_Reception,1.0,Reception,True
P003077,Electrical Finishing,LED Spotlight,LED Spotlight,Osram,Electrical,,Low,88,Piece,Per_Room,4.0,Bedroom,False
P003078,Electrical Finishing,Modern Chandelier,Modern Chandelier,Venus Electric,Electrical,,Medium,1336,Piece,Per_Reception,1.0,Reception,True
P003079,Electrical Finishing,LED Downlight,LED Downlight,Osram,Electrical,,Low,157,Piece,Per_Reception,8.0,Reception,False
P003080,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,Medium,1381,Piece,Per_Reception,1.0,Reception,True
P003081,Electrical Finishing,Modern Chandelier,Modern Chandelier,El Sewedy Electric,Electrical,,High,2794,Piece,Per_Reception,1.0,Reception,True
P003082,Electrical Finishing,LED Downlight,LED Downlight,Venus Electric,Electrical,,Low,69,Piece,Per_Reception,8.0,Reception,False
P003083,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,High,2327,Piece,Per_Reception,1.0,Reception,True
P003084,Electrical Finishing,Modern Chandelier,Modern Chandelier,El Sewedy Electric,Electrical,,High,2398,Piece,Per_Reception,1.0,Reception,True
P003085,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,Medium,1997,Piece,Per_Reception,1.0,Reception,True
P003086,Electrical Finishing,Modern Chandelier,Modern Chandelier,Philips,Electrical,,High,3457,Piece,Per_Reception,1.0,Reception,True
P003087,Electrical Finishing,LED Downlight,LED Downlight,Osram,Electrical,,Low,56,Piece,Per_Reception,8.0,Reception,False
P003088,Electrical Finishing,Modern Chandelier,Modern Chandelier,Philips,Electrical,,High,2583,Piece,Per_Reception,1.0,Reception,True
P003089,Electrical Finishing,LED Spotlight,LED Spotlight,Opple,Electrical,,Low,80,Piece,Per_Room,4.0,Bedroom,False
P003090,Electrical Finishing,Modern Chandelier,Modern Chandelier,El Sewedy Electric,Electrical,,Medium,1248,Piece,Per_Reception,1.0,Reception,True
P003091,Electrical Finishing,Modern Chandelier,Modern Chandelier,Philips,Electrical,,Medium,1854,Piece,Per_Reception,1.0,Reception,True
P003092,Electrical Finishing,LED Bulb,LED Bulb,Osram,Electrical,,Low,119,Piece,Per_Room,4.0,Bedroom,False
P003093,Electrical Finishing,LED Spotlight,LED Spotlight,Philips,Electrical,,Low,136,Piece,Per_Room,4.0,Bedroom,False
P003094,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,High,3259,Piece,Per_Reception,1.0,Reception,True
P003095,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,Medium,1486,Piece,Per_Reception,1.0,Reception,True
P003096,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,Medium,1778,Piece,Per_Reception,1.0,Reception,True
P003097,Electrical Finishing,Modern Chandelier,Modern Chandelier,Philips,Electrical,,High,2512,Piece,Per_Reception,1.0,Reception,True
P003098,Electrical Finishing,Modern Chandelier,Modern Chandelier,El Sewedy Electric,Electrical,,Medium,1943,Piece,Per_Reception,1.0,Reception,True
P003099,Electrical Finishing,LED Downlight,LED Downlight,Philips,Electrical,,Low,142,Piece,Per_Reception,8.0,Reception,False
P003100,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,High,3214,Piece,Per_Reception,1.0,Reception,True
P003101,Electrical Finishing,LED Spotlight,LED Spotlight,Philips,Electrical,,Low,156,Piece,Per_Room,4.0,Bedroom,False
P003102,Electrical Finishing,Modern Chandelier,Modern Chandelier,Venus Electric,Electrical,,High,3292,Piece,Per_Reception,1.0,Reception,True
P003103,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,Medium,1284,Piece,Per_Reception,1.0,Reception,True
P003104,Electrical Finishing,LED Downlight,LED Downlight,Osram,Electrical,,Low,117,Piece,Per_Reception,8.0,Reception,False
P003105,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,High,2341,Piece,Per_Reception,1.0,Reception,True
P003106,Electrical Finishing,LED Bulb,LED Bulb,Opple,Electrical,,Low,74,Piece,Per_Room,4.0,Bedroom,False
P003107,Electrical Finishing,Modern Chandelier,Modern Chandelier,El Sewedy Electric,Electrical,,Medium,1860,Piece,Per_Reception,1.0,Reception,True
P003108,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,Medium,2003,Piece,Per_Reception,1.0,Reception,True
P003109,Electrical Finishing,LED Downlight,LED Downlight,El Sewedy Electric,Electrical,,Low,118,Piece,Per_Reception,8.0,Reception,False
P003110,Electrical Finishing,LED Spotlight,LED Spotlight,El Sewedy Electric,Electrical,,Low,74,Piece,Per_Room,4.0,Bedroom,False
P003111,Electrical Finishing,Modern Chandelier,Modern Chandelier,El Sewedy Electric,Electrical,,High,2901,Piece,Per_Reception,1.0,Reception,True
P003112,Electrical Finishing,Modern Chandelier,Modern Chandelier,Philips,Electrical,,Medium,2009,Piece,Per_Reception,1.0,Reception,True
P003113,Electrical Finishing,Modern Chandelier,Modern Chandelier,Venus Electric,Electrical,,High,3250,Piece,Per_Reception,1.0,Reception,True
P003114,Electrical Finishing,LED Spotlight,LED Spotlight,Opple,Electrical,,Low,138,Piece,Per_Room,4.0,Bedroom,False
P003115,Electrical Finishing,LED Bulb,LED Bulb,Philips,Electrical,,Low,62,Piece,Per_Room,4.0,Bedroom,False
P003116,Electrical Finishing,Modern Chandelier,Modern Chandelier,El Sewedy Electric,Electrical,,High,2368,Piece,Per_Reception,1.0,Reception,True
P003117,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,High,2303,Piece,Per_Reception,1.0,Reception,True
P003118,Electrical Finishing,Modern Chandelier,Modern Chandelier,Venus Electric,Electrical,,High,2610,Piece,Per_Reception,1.0,Reception,True
P003119,Electrical Finishing,LED Downlight,LED Downlight,El Sewedy Electric,Electrical,,Low,148,Piece,Per_Reception,8.0,Reception,False
P003120,Electrical Finishing,LED Bulb,LED Bulb,Venus Electric,Electrical,,Low,150,Piece,Per_Room,4.0,Bedroom,False
P003121,Electrical Finishing,LED Bulb,LED Bulb,El Sewedy Electric,Electrical,,Low,166,Piece,Per_Room,4.0,Bedroom,False
P003122,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,High,2466,Piece,Per_Reception,1.0,Reception,True
P003123,Electrical Finishing,Modern Chandelier,Modern Chandelier,Philips,Electrical,,High,2453,Piece,Per_Reception,1.0,Reception,True
P003124,Electrical Finishing,LED Bulb,LED Bulb,Osram,Electrical,,Low,108,Piece,Per_Room,4.0,Bedroom,False
P003125,Electrical Finishing,Modern Chandelier,Modern Chandelier,Philips,Electrical,,High,2940,Piece,Per_Reception,1.0,Reception,True
P003126,Electrical Finishing,LED Downlight,LED Downlight,El Sewedy Electric,Electrical,,Low,141,Piece,Per_Reception,8.0,Reception,False
P003127,Electrical Finishing,LED Downlight,LED Downlight,Osram,Electrical,,Low,96,Piece,Per_Reception,8.0,Reception,False
P003128,Electrical Finishing,Modern Chandelier,Modern Chandelier,Venus Electric,Electrical,,Medium,1866,Piece,Per_Reception,1.0,Reception,True
P003129,Electrical Finishing,Modern Chandelier,Modern Chandelier,Venus Electric,Electrical,,Medium,1316,Piece,Per_Reception,1.0,Reception,True
P003130,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,High,2995,Piece,Per_Reception,1.0,Reception,True
P003131,Electrical Finishing,LED Downlight,LED Downlight,El Sewedy Electric,Electrical,,Low,163,Piece,Per_Reception,8.0,Reception,False
P003132,Electrical Finishing,LED Downlight,LED Downlight,El Sewedy Electric,Electrical,,Low,68,Piece,Per_Reception,8.0,Reception,False
P003133,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,Medium,1775,Piece,Per_Reception,1.0,Reception,True
P003134,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,Medium,1756,Piece,Per_Reception,1.0,Reception,True
P003135,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,Medium,1274,Piece,Per_Reception,1.0,Reception,True
P003136,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,High,3319,Piece,Per_Reception,1.0,Reception,True
P003137,Electrical Finishing,Modern Chandelier,Modern Chandelier,El Sewedy Electric,Electrical,,High,2344,Piece,Per_Reception,1.0,Reception,True
P003138,Electrical Finishing,LED Downlight,LED Downlight,Philips,Electrical,,Low,72,Piece,Per_Reception,8.0,Reception,False
P003139,Electrical Finishing,Modern Chandelier,Modern Chandelier,Philips,Electrical,,Medium,1284,Piece,Per_Reception,1.0,Reception,True
P003140,Electrical Finishing,Modern Chandelier,Modern Chandelier,Venus Electric,Electrical,,Medium,1274,Piece,Per_Reception,1.0,Reception,True
P003141,Electrical Finishing,Modern Chandelier,Modern Chandelier,El Sewedy Electric,Electrical,,Medium,2099,Piece,Per_Reception,1.0,Reception,True
P003142,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,High,2610,Piece,Per_Reception,1.0,Reception,True
P003143,Electrical Finishing,LED Spotlight,LED Spotlight,El Sewedy Electric,Electrical,,Low,172,Piece,Per_Room,4.0,Bedroom,False
P003144,Electrical Finishing,LED Downlight,LED Downlight,Philips,Electrical,,Medium,179,Piece,Per_Reception,8.0,Reception,False
P003145,Electrical Finishing,LED Downlight,LED Downlight,Opple,Electrical,,Low,79,Piece,Per_Reception,8.0,Reception,False
P003146,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,High,3137,Piece,Per_Reception,1.0,Reception,True
P003147,Electrical Finishing,LED Downlight,LED Downlight,Opple,Electrical,,Low,55,Piece,Per_Reception,8.0,Reception,False
P003148,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,Medium,2139,Piece,Per_Reception,1.0,Reception,True
P003149,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,High,3402,Piece,Per_Reception,1.0,Reception,True
P003150,Electrical Finishing,LED Downlight,LED Downlight,Venus Electric,Electrical,,Low,151,Piece,Per_Reception,8.0,Reception,False
P003151,Electrical Finishing,Modern Chandelier,Modern Chandelier,Venus Electric,Electrical,,Medium,1611,Piece,Per_Reception,1.0,Reception,True
P003152,Electrical Finishing,LED Spotlight,LED Spotlight,Venus Electric,Electrical,,Low,123,Piece,Per_Room,4.0,Bedroom,False
P003153,Electrical Finishing,LED Downlight,LED Downlight,Venus Electric,Electrical,,Medium,175,Piece,Per_Reception,8.0,Reception,False
P003154,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,Medium,1855,Piece,Per_Reception,1.0,Reception,True
P003155,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,High,3461,Piece,Per_Reception,1.0,Reception,True
P003156,Electrical Finishing,Modern Chandelier,Modern Chandelier,Philips,Electrical,,High,2528,Piece,Per_Reception,1.0,Reception,True
P003157,Electrical Finishing,LED Spotlight,LED Spotlight,Osram,Electrical,,Low,97,Piece,Per_Room,4.0,Bedroom,False
P003158,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,High,3241,Piece,Per_Reception,1.0,Reception,True
P003159,Electrical Finishing,LED Downlight,LED Downlight,Philips,Electrical,,Low,135,Piece,Per_Reception,8.0,Reception,False
P003160,Electrical Finishing,Modern Chandelier,Modern Chandelier,Venus Electric,Electrical,,Medium,1980,Piece,Per_Reception,1.0,Reception,True
P003161,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,High,2671,Piece,Per_Reception,1.0,Reception,True
P003162,Electrical Finishing,Modern Chandelier,Modern Chandelier,Venus Electric,Electrical,,High,2370,Piece,Per_Reception,1.0,Reception,True
P003163,Electrical Finishing,LED Downlight,LED Downlight,Osram,Electrical,,Low,67,Piece,Per_Reception,8.0,Reception,False
P003164,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,Medium,1927,Piece,Per_Reception,1.0,Reception,True
P003165,Electrical Finishing,LED Spotlight,LED Spotlight,Philips,Electrical,,Low,73,Piece,Per_Room,4.0,Bedroom,False
P003166,Electrical Finishing,Modern Chandelier,Modern Chandelier,El Sewedy Electric,Electrical,,High,2934,Piece,Per_Reception,1.0,Reception,True
P003167,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,Medium,1903,Piece,Per_Reception,1.0,Reception,True
P003168,Electrical Finishing,LED Downlight,LED Downlight,Osram,Electrical,,Low,126,Piece,Per_Reception,8.0,Reception,False
P003169,Electrical Finishing,Modern Chandelier,Modern Chandelier,Venus Electric,Electrical,,High,3468,Piece,Per_Reception,1.0,Reception,True
P003170,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,High,2385,Piece,Per_Reception,1.0,Reception,True
P003171,Electrical Finishing,Modern Chandelier,Modern Chandelier,El Sewedy Electric,Electrical,,Medium,2043,Piece,Per_Reception,1.0,Reception,True
P003172,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,Medium,1707,Piece,Per_Reception,1.0,Reception,True
P003173,Electrical Finishing,Modern Chandelier,Modern Chandelier,Venus Electric,Electrical,,High,2842,Piece,Per_Reception,1.0,Reception,True
P003174,Electrical Finishing,Modern Chandelier,Modern Chandelier,El Sewedy Electric,Electrical,,Medium,1394,Piece,Per_Reception,1.0,Reception,True
P003175,Electrical Finishing,Modern Chandelier,Modern Chandelier,Philips,Electrical,,Medium,1981,Piece,Per_Reception,1.0,Reception,True
P003176,Electrical Finishing,Modern Chandelier,Modern Chandelier,Osram,Electrical,,Medium,1559,Piece,Per_Reception,1.0,Reception,True
P003177,Electrical Finishing,LED Spotlight,LED Spotlight,Philips,Electrical,,Low,60,Piece,Per_Room,4.0,Bedroom,False
P003178,Electrical Finishing,LED Spotlight,LED Spotlight,Philips,Electrical,,Low,81,Piece,Per_Room,4.0,Bedroom,False
P003179,Electrical Finishing,LED Bulb,LED Bulb,Venus Electric,Electrical,,Low,91,Piece,Per_Room,4.0,Bedroom,False
P003180,Electrical Finishing,LED Downlight,LED Downlight,Opple,Electrical,,Low,124,Piece,Per_Reception,8.0,Reception,False
P003181,Electrical Finishing,LED Bulb,LED Bulb,El Sewedy Electric,Electrical,,Low,80,Piece,Per_Room,4.0,Bedroom,False
P003182,Electrical Finishing,LED Downlight,LED Downlight,El Sewedy Electric,Electrical,,Low,169,Piece,Per_Reception,8.0,Reception,False
P003183,Electrical Finishing,Modern Chandelier,Modern Chandelier,Venus Electric,Electrical,,Medium,1419,Piece,Per_Reception,1.0,Reception,True
P003184,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,Medium,1722,Piece,Per_Reception,1.0,Reception,True
P003185,Electrical Finishing,LED Downlight,LED Downlight,El Sewedy Electric,Electrical,,Low,135,Piece,Per_Reception,8.0,Reception,False
P003186,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,High,3200,Piece,Per_Reception,1.0,Reception,True
P003187,Electrical Finishing,Modern Chandelier,Modern Chandelier,El Sewedy Electric,Electrical,,High,2690,Piece,Per_Reception,1.0,Reception,True
P003188,Electrical Finishing,Modern Chandelier,Modern Chandelier,Venus Electric,Electrical,,High,2436,Piece,Per_Reception,1.0,Reception,True
P003189,Electrical Finishing,LED Downlight,LED Downlight,Venus Electric,Electrical,,Low,58,Piece,Per_Reception,8.0,Reception,False
P003190,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,High,2337,Piece,Per_Reception,1.0,Reception,True
P003191,Electrical Finishing,LED Downlight,LED Downlight,Philips,Electrical,,Low,137,Piece,Per_Reception,8.0,Reception,False
P003192,Electrical Finishing,LED Downlight,LED Downlight,Opple,Electrical,,Low,143,Piece,Per_Reception,8.0,Reception,False
P003193,Electrical Finishing,Modern Chandelier,Modern Chandelier,Venus Electric,Electrical,,High,2863,Piece,Per_Reception,1.0,Reception,True
P003194,Electrical Finishing,Modern Chandelier,Modern Chandelier,Philips,Electrical,,Medium,1767,Piece,Per_Reception,1.0,Reception,True
P003195,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,High,3068,Piece,Per_Reception,1.0,Reception,True
P003196,Electrical Finishing,Modern Chandelier,Modern Chandelier,El Sewedy Electric,Electrical,,High,2352,Piece,Per_Reception,1.0,Reception,True
P003197,Electrical Finishing,Modern Chandelier,Modern Chandelier,Opple,Electrical,,High,3228,Piece,Per_Reception,1.0,Reception,True
