Brand,Product_Name,Floor_Type,Subcategory,Grade,Size_cm,Application,Quality_Level,Quality_Score,Unit,Waste_Factor,Quantity_Rule,Rule_Value,Required_For,Optional,Price_EGP,Category,Size_Length_cm,Size_Width_cm,Tile_Area_m2,Price_per_m2,Price_Efficiency,Value_for_Money_Score
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,672,Flooring,60.0,120.0,0.72,672.0,0.8125,6.12
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Kitchen,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,262,Flooring,60.0,60.0,0.36,262.0,2.0839694656488548,7.6
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bathroom,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,221,Flooring,60.0,60.0,0.36,221.0,2.4705882352941178,9.4
Lecico,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bathroom,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,239,Flooring,60.0,60.0,0.36,239.0,2.284518828451883,7.6
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,658,Flooring,60.0,120.0,0.72,658.0,0.8297872340425532,6.16
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,564,Flooring,60.0,120.0,0.72,564.0,0.9680851063829787,5.54
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bathroom,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,357,Flooring,60.0,60.0,0.36,357.0,1.5294117647058822,7.56
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,268,Flooring,60.0,60.0,0.36,268.0,2.037313432835821,9.4
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bedrooms,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,198,Flooring,60.0,60.0,0.36,198.0,2.757575757575758,9.4
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,499,Flooring,60.0,120.0,0.72,499.0,1.094188376753507,5.79
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,831,Flooring,60.0,120.0,0.72,831.0,0.6570397111913358,5.81
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,High,9.0,m2,0.12,Area_m2,1,Reception,False,944,Flooring,60.0,120.0,0.72,944.0,0.5783898305084746,6.56
Lecico,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bathroom,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,303,Flooring,60.0,60.0,0.36,303.0,1.801980198019802,8.1
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Kitchen,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,232,Flooring,60.0,60.0,0.36,232.0,2.353448275862069,8.5
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,466,Flooring,60.0,120.0,0.72,466.0,1.1716738197424892,7.74
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,High,9.0,m2,0.12,Area_m2,1,Reception,False,614,Flooring,60.0,120.0,0.72,614.0,0.8892508143322475,7.18
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,261,Flooring,60.0,60.0,0.36,261.0,2.0919540229885056,8.5
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,525,Flooring,60.0,120.0,0.72,525.0,1.04,7.48
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,769,Flooring,60.0,120.0,0.72,769.0,0.7100130039011704,5.92
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bathroom,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,261,Flooring,60.0,60.0,0.36,261.0,2.0919540229885056,8.5
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Low,6.0,m2,0.12,Area_m2,1,Reception,False,734,Flooring,60.0,120.0,0.72,734.0,0.7438692098092643,5.09
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,544,Flooring,60.0,120.0,0.72,544.0,1.0036764705882353,5.61
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,452,Flooring,60.0,120.0,0.72,452.0,1.2079646017699115,6.92
Gemma,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,313,Flooring,60.0,60.0,0.36,313.0,1.744408945686901,7.09
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,586,Flooring,60.0,120.0,0.72,586.0,0.931740614334471,7.26
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,720,Flooring,60.0,120.0,0.72,720.0,0.7583333333333333,6.02
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,934,Flooring,60.0,120.0,0.72,934.0,0.5845824411134903,5.67
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,832,Flooring,60.0,120.0,0.72,832.0,0.65625,6.71
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,815,Flooring,60.0,120.0,0.72,815.0,0.6699386503067485,4.94
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,729,Flooring,60.0,120.0,0.72,729.0,0.7489711934156379,6.9
Gemma,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,260,Flooring,60.0,60.0,0.36,260.0,2.1,9.4
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,442,Flooring,60.0,120.0,0.72,442.0,1.2352941176470589,6.97
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bedrooms,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,213,Flooring,60.0,60.0,0.36,213.0,2.563380281690141,8.5
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bedrooms,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,283,Flooring,60.0,60.0,0.36,283.0,1.9293286219081272,9.26
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,740,Flooring,60.0,120.0,0.72,740.0,0.7378378378378379,5.98
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,734,Flooring,60.0,120.0,0.72,734.0,0.7438692098092643,5.09
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,528,Flooring,60.0,120.0,0.72,528.0,1.0340909090909092,6.57
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,822,Flooring,60.0,120.0,0.72,822.0,0.6642335766423357,4.93
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,768,Flooring,60.0,120.0,0.72,768.0,0.7109375,5.02
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bathroom,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,354,Flooring,60.0,60.0,0.36,354.0,1.5423728813559323,6.68
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,555,Flooring,60.0,120.0,0.72,555.0,0.9837837837837838,7.37
Gemma,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bathroom,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,306,Flooring,60.0,60.0,0.36,306.0,1.7843137254901962,7.17
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,852,Flooring,60.0,120.0,0.72,852.0,0.6408450704225352,5.78
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bathroom,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,284,Flooring,60.0,60.0,0.36,284.0,1.9225352112676057,7.45
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Low,6.0,m2,0.12,Area_m2,1,Reception,False,893,Flooring,60.0,120.0,0.72,893.0,0.6114221724524076,4.82
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,844,Flooring,60.0,120.0,0.72,844.0,0.6469194312796208,5.79
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bedrooms,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,235,Flooring,60.0,60.0,0.36,235.0,2.323404255319149,8.5
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,584,Flooring,60.0,120.0,0.72,584.0,0.934931506849315,7.27
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,High,9.0,m2,0.12,Area_m2,1,Reception,False,586,Flooring,60.0,120.0,0.72,586.0,0.931740614334471,7.26
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,737,Flooring,60.0,120.0,0.72,737.0,0.7408412483039348,5.98
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Kitchen,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,184,Flooring,60.0,60.0,0.36,184.0,2.967391304347826,9.4
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Kitchen,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,289,Flooring,60.0,60.0,0.36,289.0,1.8892733564013842,7.38
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,743,Flooring,60.0,120.0,0.72,743.0,0.7348586810228802,5.07
Lecico,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bathroom,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,281,Flooring,60.0,60.0,0.36,281.0,1.9430604982206405,7.49
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,443,Flooring,60.0,120.0,0.72,443.0,1.2325056433408579,6.07
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Low,6.0,m2,0.12,Area_m2,1,Reception,False,821,Flooring,60.0,120.0,0.72,821.0,0.6650426309378806,4.93
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Low,6.0,m2,0.12,Area_m2,1,Reception,False,831,Flooring,60.0,120.0,0.72,831.0,0.6570397111913358,4.91
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Bathroom,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,456,Flooring,60.0,120.0,0.72,456.0,1.1973684210526316,6.89
Lecico,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,334,Flooring,60.0,60.0,0.36,334.0,1.6347305389221556,7.77
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,545,Flooring,60.0,120.0,0.72,545.0,1.001834862385321,6.5
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,438,Flooring,60.0,120.0,0.72,438.0,1.2465753424657535,7.89
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,650,Flooring,60.0,120.0,0.72,650.0,0.84,6.18
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,716,Flooring,60.0,120.0,0.72,716.0,0.7625698324022346,6.93
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,670,Flooring,60.0,120.0,0.72,670.0,0.8149253731343283,7.03
Lecico,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Kitchen,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,196,Flooring,60.0,60.0,0.36,196.0,2.7857142857142856,9.4
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,462,Flooring,60.0,120.0,0.72,462.0,1.1818181818181819,6.86
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,701,Flooring,60.0,120.0,0.72,701.0,0.7788873038516405,6.96
Lecico,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bathroom,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,267,Flooring,60.0,60.0,0.36,267.0,2.044943820224719,8.5
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,596,Flooring,60.0,120.0,0.72,596.0,0.9161073825503355,6.33
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,947,Flooring,60.0,120.0,0.72,947.0,0.5765575501583949,4.75
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,525,Flooring,60.0,120.0,0.72,525.0,1.04,5.68
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,694,Flooring,60.0,120.0,0.72,694.0,0.7867435158501441,5.17
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,552,Flooring,60.0,120.0,0.72,552.0,0.9891304347826086,7.38
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,650,Flooring,60.0,120.0,0.72,650.0,0.84,7.08
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,744,Flooring,60.0,120.0,0.72,744.0,0.7338709677419355,6.87
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,720,Flooring,60.0,120.0,0.72,720.0,0.7583333333333333,6.02
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,543,Flooring,60.0,120.0,0.72,543.0,1.0055248618784531,5.61
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Kitchen,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,299,Flooring,60.0,60.0,0.36,299.0,1.826086956521739,7.25
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,349,Flooring,60.0,60.0,0.36,349.0,1.5644699140401146,8.53
Gemma,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bathroom,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,265,Flooring,60.0,60.0,0.36,265.0,2.060377358490566,7.6
Lecico,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bedrooms,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,270,Flooring,60.0,60.0,0.36,270.0,2.022222222222222,8.5
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Low,6.0,m2,0.12,Area_m2,1,Reception,False,890,Flooring,60.0,120.0,0.72,890.0,0.6134831460674157,4.83
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Kitchen,Low,6.0,m2,0.12,Area_m2,1,Reception,False,555,Flooring,60.0,120.0,0.72,555.0,0.9837837837837838,5.57
Lecico,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,328,Flooring,60.0,60.0,0.36,328.0,1.6646341463414633,7.83
Lecico,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bedrooms,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,196,Flooring,60.0,60.0,0.36,196.0,2.7857142857142856,8.5
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bathroom,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,263,Flooring,60.0,60.0,0.36,263.0,2.076045627376426,7.6
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Low,6.0,m2,0.12,Area_m2,1,Reception,False,904,Flooring,60.0,120.0,0.72,904.0,0.6039823008849557,4.81
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bathroom,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,199,Flooring,60.0,60.0,0.36,199.0,2.7437185929648242,9.4
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Kitchen,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,182,Flooring,60.0,60.0,0.36,182.0,3.0,7.6
Lecico,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Kitchen,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,219,Flooring,60.0,60.0,0.36,219.0,2.493150684931507,8.5
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,263,Flooring,60.0,60.0,0.36,263.0,2.076045627376426,7.6
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,High,9.0,m2,0.12,Area_m2,1,Reception,False,898,Flooring,60.0,120.0,0.72,898.0,0.6080178173719376,6.62
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,279,Flooring,60.0,60.0,0.36,279.0,1.956989247311828,7.51
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,674,Flooring,60.0,120.0,0.72,674.0,0.8100890207715133,6.12
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,847,Flooring,60.0,120.0,0.72,847.0,0.6446280991735537,5.79
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,559,Flooring,60.0,120.0,0.72,559.0,0.9767441860465116,7.35
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bathroom,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,276,Flooring,60.0,60.0,0.36,276.0,1.9782608695652173,9.36
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,667,Flooring,60.0,120.0,0.72,667.0,0.8185907046476761,5.24
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bathroom,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,275,Flooring,60.0,60.0,0.36,275.0,1.9854545454545454,9.37
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,808,Flooring,60.0,120.0,0.72,808.0,0.6757425742574258,5.85
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bedrooms,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,275,Flooring,60.0,60.0,0.36,275.0,1.9854545454545454,9.37
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,600,Flooring,60.0,120.0,0.72,600.0,0.91,5.42
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,High,9.0,m2,0.12,Area_m2,1,Reception,False,496,Flooring,60.0,120.0,0.72,496.0,1.1008064516129032,7.6
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,502,Flooring,60.0,120.0,0.72,502.0,1.0876494023904382,6.68
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,654,Flooring,60.0,120.0,0.72,654.0,0.8348623853211009,6.17
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,835,Flooring,60.0,120.0,0.72,835.0,0.6538922155688622,4.91
Lecico,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Kitchen,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,236,Flooring,60.0,60.0,0.36,236.0,2.3135593220338984,7.6
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,High,9.0,m2,0.12,Area_m2,1,Reception,False,756,Flooring,60.0,120.0,0.72,756.0,0.7222222222222222,6.84
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,737,Flooring,60.0,120.0,0.72,737.0,0.7408412483039348,5.98
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Low,6.0,m2,0.12,Area_m2,1,Reception,False,782,Flooring,60.0,120.0,0.72,782.0,0.6982097186700768,5.0
Gemma,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,313,Flooring,60.0,60.0,0.36,313.0,1.744408945686901,7.09
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,716,Flooring,60.0,120.0,0.72,716.0,0.7625698324022346,6.03
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,High,9.0,m2,0.12,Area_m2,1,Reception,False,453,Flooring,60.0,120.0,0.72,453.0,1.205298013245033,7.81
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,438,Flooring,60.0,120.0,0.72,438.0,1.2465753424657535,6.99
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,466,Flooring,60.0,120.0,0.72,466.0,1.1716738197424892,6.84
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,440,Flooring,60.0,120.0,0.72,440.0,1.240909090909091,6.08
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,600,Flooring,60.0,120.0,0.72,600.0,0.91,6.32
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,672,Flooring,60.0,120.0,0.72,672.0,0.8125,6.12
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bathroom,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,265,Flooring,60.0,60.0,0.36,265.0,2.060377358490566,8.5
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,869,Flooring,60.0,120.0,0.72,869.0,0.6283084004602992,6.66
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,547,Flooring,60.0,120.0,0.72,547.0,0.9981718464351006,6.5
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,Low,6.0,m2,0.12,Area_m2,1,Reception,False,664,Flooring,60.0,120.0,0.72,664.0,0.822289156626506,5.24
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,884,Flooring,60.0,120.0,0.72,884.0,0.6176470588235294,5.74
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,876,Flooring,60.0,120.0,0.72,876.0,0.6232876712328768,5.75
Gemma,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,278,Flooring,60.0,60.0,0.36,278.0,1.9640287769784173,8.43
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Bathroom,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,534,Flooring,60.0,120.0,0.72,534.0,1.0224719101123596,6.54
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,811,Flooring,60.0,120.0,0.72,811.0,0.6732429099876696,6.75
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bedrooms,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,245,Flooring,60.0,60.0,0.36,245.0,2.2285714285714286,9.4
