Brand,Product_Name,Category,Product_Type,Application,Specification,Quality_Level,Quality_Score,Unit,Quantity_Rule,Rule_Value,Required_For,Optional,Price_EGP,Subcategory,Grade,Quality_Price_Band
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6217,Floor Mounted,Not Applicable,Medium: 5006 - 7542
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,8602,Sliding Cabin,Not Applicable,High: > 7542
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6159,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Roca,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,3830,Floor Mounted,Not Applicable,Low: <= 5006
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,8845,Rain Shower,Not Applicable,High: > 7542
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5955,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
GROHE,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,1921,Pedestal,Not Applicable,Low: <= 5006
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Low,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,4690,Rain Shower,Not Applicable,Low: <= 5006
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9888,Rain Shower,Not Applicable,High: > 7542
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Low,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,4514,Sliding Cabin,Not Applicable,Low: <= 5006
Roca,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2326,Pedestal,Not Applicable,Low: <= 5006
Roca,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,5366,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3217,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,4667,Floor Mounted,Not Applicable,Low: <= 5006
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10791,Rain Shower,Not Applicable,High: > 7542
GROHE,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,1902,Pedestal,Not Applicable,Low: <= 5006
GROHE,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,5959,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,5186,Rain Shower,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10636,Rain Shower,Not Applicable,High: > 7542
GROHE,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,1998,Pedestal,Not Applicable,Low: <= 5006
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6918,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,8806,Rain Shower,Not Applicable,High: > 7542
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,8424,Floor Mounted,Not Applicable,High: > 7542
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10444,Rain Shower,Not Applicable,High: > 7542
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9060,Rain Shower,Not Applicable,High: > 7542
Lecico,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2095,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,7600,Floor Mounted,Not Applicable,High: > 7542
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,9426,Sliding Cabin,Not Applicable,High: > 7542
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,7150,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,7586,Rain Shower,Not Applicable,High: > 7542
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5145,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Low,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,4677,Sliding Cabin,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2361,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6409,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,10145,Sliding Cabin,Not Applicable,High: > 7542
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,7402,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5551,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,3890,Floor Mounted,Not Applicable,Low: <= 5006
Roca,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3526,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6320,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10404,Rain Shower,Not Applicable,High: > 7542
Ceramica Cleopatra,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3040,Pedestal,Not Applicable,Low: <= 5006
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2583,Pedestal,Not Applicable,Low: <= 5006
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,6172,Rain Shower,Not Applicable,Medium: 5006 - 7542
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10345,Rain Shower,Not Applicable,High: > 7542
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9478,Rain Shower,Not Applicable,High: > 7542
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Low,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,4526,Sliding Cabin,Not Applicable,Low: <= 5006
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2554,Pedestal,Not Applicable,Low: <= 5006
GROHE,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2740,Pedestal,Not Applicable,Low: <= 5006
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2785,Pedestal,Not Applicable,Low: <= 5006
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,10451,Sliding Cabin,Not Applicable,High: > 7542
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,5286,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5038,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5479,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,7366,Rain Shower,Not Applicable,Medium: 5006 - 7542
GROHE,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,7069,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10491,Rain Shower,Not Applicable,High: > 7542
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,8382,Rain Shower,Not Applicable,High: > 7542
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10593,Rain Shower,Not Applicable,High: > 7542
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,7634,Sliding Cabin,Not Applicable,High: > 7542
GROHE,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,7922,Floor Mounted,Not Applicable,High: > 7542
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,5949,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5591,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Low,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,4632,Rain Shower,Not Applicable,Low: <= 5006
GROHE,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,4999,Floor Mounted,Not Applicable,Low: <= 5006
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,5573,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5069,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9802,Rain Shower,Not Applicable,High: > 7542
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,7550,Floor Mounted,Not Applicable,High: > 7542
Roca,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2549,Pedestal,Not Applicable,Low: <= 5006
Roca,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,7496,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,7740,Rain Shower,Not Applicable,High: > 7542
Lecico,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,7777,Floor Mounted,Not Applicable,High: > 7542
Roca,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,5039,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Lecico,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,7384,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Low,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,4736,Rain Shower,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,5049,Floor Mounted,Not Applicable,Medium: 5006 - 7542
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9633,Rain Shower,Not Applicable,High: > 7542
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,7996,Rain Shower,Not Applicable,High: > 7542
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10693,Rain Shower,Not Applicable,High: > 7542
Lecico,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,1999,Pedestal,Not Applicable,Low: <= 5006
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,10418,Sliding Cabin,Not Applicable,High: > 7542
Lecico,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,1920,Pedestal,Not Applicable,Low: <= 5006
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6299,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,5820,Rain Shower,Not Applicable,Medium: 5006 - 7542
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6987,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
GROHE,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,7053,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,10267,Sliding Cabin,Not Applicable,High: > 7542
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,8251,Floor Mounted,Not Applicable,High: > 7542
Lecico,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,5499,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3730,Pedestal,Not Applicable,Low: <= 5006
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10419,Rain Shower,Not Applicable,High: > 7542
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6429,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6695,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,6387,Rain Shower,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,9879,Sliding Cabin,Not Applicable,High: > 7542
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,7824,Sliding Cabin,Not Applicable,High: > 7542
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5197,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Low,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,4966,Sliding Cabin,Not Applicable,Low: <= 5006
Ideal Standard,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,4381,Floor Mounted,Not Applicable,Low: <= 5006
Roca,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,9975,Sliding Cabin,Not Applicable,High: > 7542
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,10339,Sliding Cabin,Not Applicable,High: > 7542
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,6146,Rain Shower,Not Applicable,Medium: 5006 - 7542
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9164,Rain Shower,Not Applicable,High: > 7542
Roca,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6368,Floor Mounted,Not Applicable,Medium: 5006 - 7542
GROHE,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,8146,Floor Mounted,Not Applicable,High: > 7542
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,7606,Sliding Cabin,Not Applicable,High: > 7542
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,7627,Sliding Cabin,Not Applicable,High: > 7542
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,High,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,10839,Sliding Cabin,Not Applicable,High: > 7542
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,High,7.6,Piece,Per_Bathroom,1,Bathroom,False,8125,Floor Mounted,Not Applicable,High: > 7542
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,5066,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,6843,Rain Shower,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,5958,Floor Mounted,Not Applicable,Medium: 5006 - 7542
GROHE,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9680,Rain Shower,Not Applicable,High: > 7542
Lecico,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6986,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Low,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,4905,Sliding Cabin,Not Applicable,Low: <= 5006
Lecico,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5675,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,9622,Rain Shower,Not Applicable,High: > 7542
Ceramica Cleopatra,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6503,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,8323,Rain Shower,Not Applicable,High: > 7542
GROHE,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,5689,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Roca,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,1950,Pedestal,Not Applicable,Low: <= 5006
GROHE,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6975,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,7193,Rain Shower,Not Applicable,Medium: 5006 - 7542
Ideal Standard,Shower Cabin,Sanitary,Sliding Cabin,Master Bathroom,90x90 cm,Medium,8.4,Piece,Per_Master_Bathroom,1,Master Bathroom,True,6053,Sliding Cabin,Not Applicable,Medium: 5006 - 7542
Lecico,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3990,Pedestal,Not Applicable,Low: <= 5006
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,7075,Rain Shower,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,2506,Pedestal,Not Applicable,Low: <= 5006
Ideal Standard,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,7409,Rain Shower,Not Applicable,Medium: 5006 - 7542
GROHE,Wash Basin,Sanitary,Pedestal,Bathroom,60 cm,Low,7.4,Piece,Per_Bathroom,1,Bathroom,False,3747,Pedestal,Not Applicable,Low: <= 5006
Lecico,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10397,Rain Shower,Not Applicable,High: > 7542
Lecico,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Medium,7.6,Piece,Per_Bathroom,1,Bathroom,False,6518,Floor Mounted,Not Applicable,Medium: 5006 - 7542
Ceramica Cleopatra,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,High,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,10374,Rain Shower,Not Applicable,High: > 7542
Roca,Rain Shower,Sanitary,Rain Shower,Master Bathroom,Chrome,Medium,9.0,Set,Per_Master_Bathroom,1,Master Bathroom,True,5650,Rain Shower,Not Applicable,Medium: 5006 - 7542
Roca,Close Coupled Toilet,Sanitary,Floor Mounted,Bathroom,Ceramic,Low,7.6,Piece,Per_Bathroom,1,Bathroom,False,4430,Floor Mounted,Not Applicable,Low: <= 5006
