Brand,Product_Name,Door_Category,Material,Door_Type,Application,Size,Quality_Level,Quality_Score,Unit,Quantity_Rule,Rule_Value,Required_For,Optional,Price_EGP,Category,Subcategory,Grade,Quality_Price_Band
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4905,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5310,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7395,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7430,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5791,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6686,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,14016,Doors,Entrance,Not Applicable,High: > 9745
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5492,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12706,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5307,Doors,Interior,Not Applicable,Low: <= 5307
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5158,Doors,Interior,Not Applicable,Low: <= 5307
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6509,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4057,Doors,Interior,Not Applicable,Low: <= 5307
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12634,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13380,Doors,Entrance,Not Applicable,High: > 9745
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,5009,Doors,Balcony,Not Applicable,Low: <= 5307
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3329,Doors,Interior,Not Applicable,Low: <= 5307
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5604,Doors,Interior,Not Applicable,Medium: 5307 - 9745
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11795,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5600,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10132,Doors,Entrance,Not Applicable,High: > 9745
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4198,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10002,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13406,Doors,Entrance,Not Applicable,High: > 9745
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6891,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7140,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13892,Doors,Entrance,Not Applicable,High: > 9745
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10147,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4988,Doors,Balcony,Not Applicable,Low: <= 5307
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5848,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5098,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5675,Doors,Interior,Not Applicable,Medium: 5307 - 9745
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4388,Doors,Interior,Not Applicable,Low: <= 5307
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3632,Doors,Interior,Not Applicable,Low: <= 5307
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12291,Doors,Entrance,Not Applicable,High: > 9745
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6727,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5678,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10772,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10751,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10042,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3905,Doors,Interior,Not Applicable,Low: <= 5307
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12130,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5690,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11879,Doors,Entrance,Not Applicable,High: > 9745
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5364,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4121,Doors,Interior,Not Applicable,Low: <= 5307
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5748,Doors,Interior,Not Applicable,Medium: 5307 - 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6273,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,5137,Doors,Balcony,Not Applicable,Low: <= 5307
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3666,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10145,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5793,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5443,Doors,Interior,Not Applicable,Medium: 5307 - 9745
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4580,Doors,Balcony,Not Applicable,Low: <= 5307
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5431,Doors,Interior,Not Applicable,Medium: 5307 - 9745
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6861,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6977,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7375,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7212,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6739,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11973,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5382,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,9932,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7255,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6262,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10215,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6823,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10327,Doors,Entrance,Not Applicable,High: > 9745
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5438,Doors,Interior,Not Applicable,Medium: 5307 - 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7451,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,Medium,8.9,Piece,Fixed,1,Apartment,False,9692,Doors,Entrance,Not Applicable,Medium: 5307 - 9745
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11396,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,5066,Doors,Balcony,Not Applicable,Low: <= 5307
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5271,Doors,Interior,Not Applicable,Low: <= 5307
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,Medium,8.9,Piece,Fixed,1,Apartment,False,9609,Doors,Entrance,Not Applicable,Medium: 5307 - 9745
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13772,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,9990,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7443,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4991,Doors,Interior,Not Applicable,Low: <= 5307
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11594,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6746,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4353,Doors,Interior,Not Applicable,Low: <= 5307
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7276,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,14087,Doors,Entrance,Not Applicable,High: > 9745
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6531,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5344,Doors,Interior,Not Applicable,Medium: 5307 - 9745
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4469,Doors,Interior,Not Applicable,Low: <= 5307
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4424,Doors,Interior,Not Applicable,Low: <= 5307
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4355,Doors,Interior,Not Applicable,Low: <= 5307
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12443,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5694,Doors,Interior,Not Applicable,Medium: 5307 - 9745
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3700,Doors,Interior,Not Applicable,Low: <= 5307
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10161,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11797,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4522,Doors,Balcony,Not Applicable,Low: <= 5307
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7251,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6363,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5265,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4731,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5266,Doors,Interior,Not Applicable,Low: <= 5307
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11689,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5571,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4433,Doors,Interior,Not Applicable,Low: <= 5307
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3933,Doors,Interior,Not Applicable,Low: <= 5307
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5444,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3693,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4743,Doors,Balcony,Not Applicable,Low: <= 5307
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4385,Doors,Interior,Not Applicable,Low: <= 5307
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3503,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4785,Doors,Interior,Not Applicable,Low: <= 5307
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4945,Doors,Interior,Not Applicable,Low: <= 5307
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5562,Doors,Interior,Not Applicable,Medium: 5307 - 9745
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7119,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,9861,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12749,Doors,Entrance,Not Applicable,High: > 9745
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13647,Doors,Entrance,Not Applicable,High: > 9745
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5066,Doors,Interior,Not Applicable,Low: <= 5307
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4693,Doors,Balcony,Not Applicable,Low: <= 5307
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5100,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12464,Doors,Entrance,Not Applicable,High: > 9745
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4692,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3631,Doors,Interior,Not Applicable,Low: <= 5307
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4599,Doors,Interior,Not Applicable,Low: <= 5307
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6610,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11540,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4786,Doors,Balcony,Not Applicable,Low: <= 5307
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4222,Doors,Interior,Not Applicable,Low: <= 5307
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4640,Doors,Interior,Not Applicable,Low: <= 5307
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,Medium,8.9,Piece,Fixed,1,Apartment,False,9596,Doors,Entrance,Not Applicable,Medium: 5307 - 9745
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12156,Doors,Entrance,Not Applicable,High: > 9745
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5496,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13519,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5538,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,14264,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11855,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,5184,Doors,Balcony,Not Applicable,Low: <= 5307
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4292,Doors,Interior,Not Applicable,Low: <= 5307
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6464,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6430,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7498,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5258,Doors,Interior,Not Applicable,Low: <= 5307
