Brand,Product_Name,Electrical_Category,Specification,Application,Quality_Level,Quality_Score,Unit,Quantity_Rule,Rule_Value,Required_For,Optional,Price_EGP,Category,Subcategory,Grade,Quality_Price_Band
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2611,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2850,Electrical,Wires & Cables,Not Applicable,High: > 2775
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2794,Electrical,Wires & Cables,Not Applicable,High: > 2775
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2634,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1919,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2925,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1923,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2957,Electrical,Wires & Cables,Not Applicable,High: > 2775
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2795,Electrical,Wires & Cables,Not Applicable,High: > 2775
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1688,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Venus Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,159,Electrical,Sockets,Not Applicable,Low: <= 1966
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2786,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1605,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1867,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2106,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2628,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2837,Electrical,Wires & Cables,Not Applicable,High: > 2775
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2168,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3030,Electrical,Wires & Cables,Not Applicable,High: > 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2651,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2713,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2698,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2870,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1885,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2671,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2663,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1719,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2983,Electrical,Wires & Cables,Not Applicable,High: > 2775
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2068,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2767,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1841,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1918,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2721,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1604,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,65,Electrical,Sockets,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1801,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2806,Electrical,Wires & Cables,Not Applicable,High: > 2775
Venus Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,174,Electrical,Sockets,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2627,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2925,Electrical,Wires & Cables,Not Applicable,High: > 2775
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2115,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1722,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2972,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2931,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1732,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1923,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2646,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,143,Electrical,Sockets,Not Applicable,Low: <= 1966
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1950,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2167,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3060,Electrical,Wires & Cables,Not Applicable,High: > 2775
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2187,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1893,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2872,Electrical,Wires & Cables,Not Applicable,High: > 2775
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,1986,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,1991,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1937,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2745,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2828,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2878,Electrical,Wires & Cables,Not Applicable,High: > 2775
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1902,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2729,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3013,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1605,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2974,Electrical,Wires & Cables,Not Applicable,High: > 2775
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2653,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,153,Electrical,Sockets,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3063,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2661,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3096,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1646,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2647,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1711,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,147,Electrical,Sockets,Not Applicable,Low: <= 1966
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2757,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2835,Electrical,Wires & Cables,Not Applicable,High: > 2775
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2953,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1606,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2999,Electrical,Wires & Cables,Not Applicable,High: > 2775
Venus Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,76,Electrical,Sockets,Not Applicable,Low: <= 1966
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3090,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2722,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2951,Electrical,Wires & Cables,Not Applicable,High: > 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2787,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1796,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2813,Electrical,Wires & Cables,Not Applicable,High: > 2775
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1627,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2091,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1633,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2724,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3085,Electrical,Wires & Cables,Not Applicable,High: > 2775
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2671,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Hager,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,139,Electrical,Sockets,Not Applicable,Low: <= 1966
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2958,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2166,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1783,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3039,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2658,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2823,Electrical,Wires & Cables,Not Applicable,High: > 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2978,Electrical,Wires & Cables,Not Applicable,High: > 2775
Schneider Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,85,Electrical,Sockets,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2970,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1961,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1777,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1777,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Schneider Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,82,Electrical,Sockets,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2749,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1813,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1853,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1810,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Venus Electric,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,145,Electrical,Sockets,Not Applicable,Low: <= 1966
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2871,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2722,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Venus Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2935,Electrical,Wires & Cables,Not Applicable,High: > 2775
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2143,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3029,Electrical,Wires & Cables,Not Applicable,High: > 2775
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1704,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2193,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2074,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2096,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,Medium,8.8,Roll,Per_Area,0.06,Sockets,False,2647,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1949,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1722,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Schneider Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2918,Electrical,Wires & Cables,Not Applicable,High: > 2775
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2898,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1914,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
El Sewedy Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2059,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2179,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1606,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3004,Electrical,Wires & Cables,Not Applicable,High: > 2775
El Sewedy Electric,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,3022,Electrical,Wires & Cables,Not Applicable,High: > 2775
Legrand,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,132,Electrical,Sockets,Not Applicable,Low: <= 1966
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1955,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Hager,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2151,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Legrand,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2937,Electrical,Wires & Cables,Not Applicable,High: > 2775
Hager,Copper Wire,Wires & Cables,2.5 mm² / 100m,Sockets,High,8.8,Roll,Per_Area,0.06,Sockets,False,2812,Electrical,Wires & Cables,Not Applicable,High: > 2775
Venus Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Medium,8.7,Roll,Per_Area,0.05,Lighting,False,2106,Electrical,Wires & Cables,Not Applicable,Medium: 1966 - 2775
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1825,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Legrand,Double Socket,Sockets,16A / 2 Gang,Rooms,Low,7.4,Piece,Per_Room,4.0,Room,False,144,Electrical,Sockets,Not Applicable,Low: <= 1966
Legrand,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1732,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
Schneider Electric,Copper Wire,Wires & Cables,1.5 mm² / 100m,Lighting,Low,8.7,Roll,Per_Area,0.05,Lighting,False,1866,Electrical,Wires & Cables,Not Applicable,Low: <= 1966
